mp-1040471 Mn(PO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754894 Li3Ti(NiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-1338 Ba2Li3Y3(WO4)8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-777882 Li8MnFe7(BO3)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18964 NiPtO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-550479 TmSbMo2O9 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1174697 KMgFe(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211775 Ba8Co7O19 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1176342 LiVCrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194096 Hg2Mo2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194435 Ca2MnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-608469 Li2MnSnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555327 V2Se2O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1154479 Li7Mn2(CoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754078 Li2Cr3FeO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18245 Li5Mn6(BO3)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1216989 VBiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1290303 Na3Ni2P2(CO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757948 TbV(SeO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753496 LiFe(CO3)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-557563 Nd2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755545 RbDy(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1216053 Rb2Mo3O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1570380 Li2V(OF)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222477 MgFe4O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222712 Ca3MnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1215728 VF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-696630 V2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25265 Li2Co4OF8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-32311 Li2VF4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-760178 Y(FeO2)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213163 Li2FeF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1259496 Na2MnO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-7386 Li3MnOF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-600169 MgMn4O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1190417 VPO5 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1211965 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-4669 LaVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1193056 Co(BrO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755415 Li3Mn3O8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1572588 Ti(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-684724 FeSnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557878 Ba2Tl2Mo3O10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1216423 Er2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1195315 V2Cd(PO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759269 LiTiCrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554381 Ba2Mn(BO2)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213151 Li2NiGeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757743 Li4Ti2V3Co3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-637244 VOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1217495 VBiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-31624 Ba5V4(ClO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758818 RbY(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752917 Ta2CrO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227483 K10Hf3Mo12PbO48 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558785 CrF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218837 VOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758135 Cs3CoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18943 Sr2NbFeO6 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-19290 Ca2Nd2Nb3FeO14 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-18781 Li4Fe3(OF3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1275808 BaNiF6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-705013 Sr2VMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213944 La6Mo8O33 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19238 Sr12Zn2Co6O25 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-21302 NaMoPO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18779 Er2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766567 Ca3FeRhO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17475 Li3Fe(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1179306 Na2MnO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18527 Li5Co4(NiO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1215049 K3Co(NO2)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209958 VZnP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1100675 Zn3Mo2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756356 Li2NiO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1101434 Nd2CoTe2(SO7)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1320401 Rb2NiAgF6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-546035 LiFe23O32 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-753595 Li2V3(P2O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1314878 LiCoCO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-696580 VBi(PbO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-686949 LiCoPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1253612 HoCrO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25948 Li2CoP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211396 Fe2Te2(PbO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753308 Li2Fe2(CO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209431 AlV2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558215 Sm3BWO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-504845 Li2Mn3CrO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556603 BaSm2(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753362 Li2Co2Si2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1076247 ErTl(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1193654 Li3Al2FeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1219122 Li4Fe3Cu(PO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557241 VCdBiO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758702 VPbOF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1248251 CrP2H14(NO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774512 Ca3Mn2(SbO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1101661 MgNiP2O7 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1223290 Li3MnFeCo(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1650315 Sr2ZnMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-541148 Cu2WO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25828 La2(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764063 Cu2NiO4 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mvc-16834 LiMoAsO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223502 LiCo(CO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1204854 CoP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-2293 LiV(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177181 Li2FeNi(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-5772 Ba2PrV3O11 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1286090 MnC5(O2F)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1273655 Zr4FeBiPb4O15 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-28338 LiVCO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-8615 Li5Mn3(NiO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558418 Na3CoO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1219606 LiVOF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26403 MgFeO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775949 VH16C4(NO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211677 Na4MoO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-24036 MgTeMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-777467 Mg30MnAlO32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176221 K3Mo4H6O16F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1016111 Li6V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755257 ZnNi4O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-5090 LiMg4V3O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-698669 K2SrNi(NO2)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222345 K2MoC2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-675296 LiTi2V3O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17510 LiMnSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-5120 TiMn(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1216682 Mn3H24(O3F2)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756162 Mn4NO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178263 Li4NbCr(TeO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558445 Ba2Y2Co3CuO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752853 NaMnPCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-997159 VF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25454 Li2MnNi(PO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1213570 TlV2I3O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-763029 Mn12O5F19 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761250 KFe(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-744674 PrMoBrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560484 PrCoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776572 Li5Fe8(BO3)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1037137 Li2TiMn2NiO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754654 Cs2VHO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-562903 Li2ZnFe(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19162 LiFePCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223186 LiCrPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198099 Li2FeSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1310604 TaFeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1276026 NaFePO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1175004 CrO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759514 Rb4V2S4O19 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556255 Li6Fe(SiO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-769566 Fe4Bi2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-656887 LiFePO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-554786 Mn2Be3(NF6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556790 Li4FeO3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761000 Rb5FeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-762236 Nd2Mo4O15 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1178001 Y2WO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1208910 Zr4MnO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-746778 Tl2CoP4(HO2)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761780 NiH5CN(ClO)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-773099 Cr2Fe3Te(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-10171 Li9Si2NiO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-40066 V3O5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1216790 MnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556209 Mn2Hg(CO)10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1204591 Li4MnNi3(PO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558810 CsIn(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556766 Li2MnNi3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1189653 LiNbCoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1276532 Ca2Mn9O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-636950 LiVSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177850 Fe2(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194518 Li2MnO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-6186 Mn6OF11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222368 LiFeSbO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227834 Ce8Fe8As8O7F Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1077671 Co2HgO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849560 Li2TiMn2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776500 Li24TiCr11O36 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1205113 Li2TiCr3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-36465 Li2CoP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775338 Na4VHO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-572886 Ti2Cr3O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1111099 NaVF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1290983 BaCuWO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770727 La2NiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-652804 V2ZnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173492 VAgO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-510421 TmAg(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173715 LiFe2F5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753359 KVS2O9 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1218797 FeF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1180452 Li4NbV3Cr2(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752844 V2OF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-20287 Li2CoPCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1220097 RbLi2Co2(BO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-504678 ZrMn2Ag4(MoO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26203 LiFe(PO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223617 Mo(HO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19085 Fe6O7F5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849717 Na5LiMn2P2(CO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-549767 Li3MnCoO5 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-31907 Ce(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756857 Li2FeAsCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-636731 CrReO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-694996 K3VO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-25843 Li5FeHO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744347 CrFeO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1205495 Na2YPWO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1099683 Li2VSi2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1222041 CrAgO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772649 Li2Cr2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771142 Na2MoO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-559299 MoAs2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1248436 Li3Cr2(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-694856 Na2Mo2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177323 Tl2Mo2P2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559736 Ta4FeCoO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-644003 LaVH2I4O15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210051 Na2DyMoPO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1078969 CoBH18Br2(N3F2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753682 TlCr4BiO14 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1196049 CaMnF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1181165 Tm2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-10217 Li4Mn3V2Ni3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768598 LiCoPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1202316 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1191022 CrOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756697 BaBi2(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1285223 KY(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753449 RbEu(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227804 La4Cu6(MoO4)9 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-18733 Li4MnCo3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757000 Li2NiP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-561406 MnBiAsO5 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-756303 SrLaTaMnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765840 NaMoAsO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1218597 Tb2Hf2(MoO4)7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-777673 Li2Fe3SbO8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-695093 MnC6S2NO5F6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849733 LiFe2P2HO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-560575 K2MoAs2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773506 ZnMoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177968 LiMn2(P2O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759631 Mg2V2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754264 VH4NO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-768421 Li4VFe(WO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1644732 CrPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1180509 Li2Cr3(CO3)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1013577 MnP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19225 Tm2WO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758298 ErMoClO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-760042 BaTbFe4O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772950 CaLaMn2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755861 Li4Fe(BO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-27912 K2Mo2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174703 SrLaCoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1565994 VClO Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-891955 Li4Fe3CoO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777829 Dy2(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773197 VAg2AsO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554334 Li4Fe3Co2Cu3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-540270 Cr(ClO)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1639283 KVSO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756409 V3Pb5O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-21978 LiFePO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176232 RbLaMnWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759934 Li3Ni(SbO3)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1174865 Li8V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1179251 FeOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1226671 Y6MoO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213335 La2Mn2Se2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1279231 RbPr(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-31517 Li7Mn4CoO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1214034 PrCoSbPbO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1221217 MoH12C2(N3O2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-652229 RbNbWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753377 Na3VH6O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758398 Ca2Ta2MnO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752518 LiVCrP2(HO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213697 V2H38S4(N2O9)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25829 MgV(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-504692 NaMn2Mo2H3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176816 KTm(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-17502 CoTeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228195 V2Bi4O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-762922 Li2CrSi3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1120790 LiTiNiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-540314 Pr5Ti4FeO17 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1178416 Ta3ZnFe3(O6F)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774823 Nd4(WO5)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19155 NiH12SO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-21735 Li4Mn3(OF3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176441 Na2SrV4O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-867760 La3NdCr4O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-7372 FeHO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780086 BaMnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1111145 Li2FeSnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221645 Li2AlCoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752481 Zr2Mo(PO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173139 CrO Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-760338 CaCrP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753110 MnFe2Ag2(PO4)3 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-19446 CoHRu(CO)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213277 VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558376 Li2Mn(Si2O5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-743569 Ba2Mn2As2O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-3315 CoSbO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1186387 Ba2TaCoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
