mp-1196872 Li4Co(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1215303 Tm2MoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18814 LiMnVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-782656 Li2ZrFe(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1197826 FeAg3F6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1076570 K3VPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19376 Co4GeP4(H6O11)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758665 K2RbYV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1212763 K3NiO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18983 Ca3Cr3(AsO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198186 LiNi(PO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-779764 Ca6V3Fe7O24 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-542210 NbMoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1203471 Li2Si2Ni2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754032 NaMn2Si3BH2O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776473 K2Fe3(S3O19)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221471 Mo9O26 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19438 Na4Ni3P4O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-8276 Li3Ni4SnO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850876 Mo2P2O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756825 Li3Cr2(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-626068 LiV2(CO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18050 Mn2GeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764189 MoF6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-6872 CoH15N6(ClO)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-551760 V4SnO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221075 VOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774246 CaFe(SiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196298 Li7Mn5O12 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-636731 NaV(SiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-39159 CrO Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-759983 TbFeGe2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1197022 Li7Mn5O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756248 TlVH6SO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758444 Li2Cr3TeO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-584012 Li2VF6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-772205 La2TiCrO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774317 LiMn2(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770727 TmSbMo2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1101192 MnFeCo(PO4)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1219796 ZnTeMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1311345 Li9Co7O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1212381 CaV5O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174183 Na3MnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1216293 Li4Mn3V2Cr(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1302682 Rb3(MoO3)10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228336 KY(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754758 FeO Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1217235 BaMo2C4O17 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753204 RbMn4(PO4)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-849546 Na3Mg4CrSi8(O11F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765624 Mg3Co2(SiO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213335 YV(SeO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1303296 RbNa2CoF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1639368 Li3Mn3FeO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1103413 MnAl(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761179 KRb2Mo(OF)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18245 MgCrO15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554911 Dy2(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-773184 Fe10O11F9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-704186 RbFeO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761066 LiMoO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556764 Li2V5O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1100965 Ba2TaMnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1206821 Ca2Fe2O5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-778185 VAgO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194023 Hg2Mo5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19220 SrLaMnSbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1305171 Li2Fe(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-27222 RbV(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558848 Li2Fe3BiO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756284 Fe2O3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18853 VPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752598 Co(CO)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1201033 V4OF11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555263 Ga2Te2MoO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18812 LiTiCoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-616555 VH7N2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1071505 Ba2NbCoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754400 MoO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752490 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-13694 Li8FeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228944 Mn2P2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1217056 TlCr4BiO14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-566801 Li3AlMo2(AsO7)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1228210 Mn2F7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1244537 BaV2(NiO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760971 BaCoO3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1204876 Li5Ni3(SbO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849749 YRe(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-704604 Li2TiFeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22938 Li2MnFe(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1219122 Fe3O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18949 V2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-12777 Li3Mn(SbO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1097003 FeO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-12610 LiNiBO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559028 NaGa(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19172 VSiO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-769511 LiVF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-767746 Rb2Cr2Cd(H2O5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744439 Cr2CdH14(NO2)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1200745 Ba2ZnMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780110 SmMoBrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-631621 VOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-863396 K3Nb4Mo4(PO4)12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758514 CsV(SO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192126 VBiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1191502 Li2V3(P2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-6213 CrHg5S2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1112565 Li2FeO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1106068 CaV2(BiO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-650228 VZn2SbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-698669 SrLaMnNbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218539 Cs2Mo3O10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765137 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227671 Li3Mn2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178317 Ba3NiSb2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755052 LiV2O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19497 BaTeMo2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1229322 VBiPbO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556633 Na4Mn2C4SO16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-510638 Sr10Mg5Mo3(WO15)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-29188 Ba2YMn3O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1641528 NiH12S2(NO5)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1210136 V2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176706 CoH12CN4ClO7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-851030 MnSO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774384 LiVOF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199176 Mn15NiO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-691119 VO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752825 VCrO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780796 Li4Mn3NbO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777972 Sr3InNiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1036765 Sr3CaV4O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754284 Na2CoAgF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776389 KNiH9(CO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761129 LiMoAsO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-16811 FeSi2C4(Cl3O2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756659 ErCu(WO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-572715 Co6C13(SeO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557238 CsCrO3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1220014 Li2CrPCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-479 CaCoF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177792 Li3V(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25280 LiTiMnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201415 Sc2(WO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756873 LiVPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19407 CaCr2O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770410 Ba3Sr(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780086 RbLi2V2(BO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-560406 Rb2Ti(WO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1224219 V6O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-4438 La2Ti3NiO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558281 InMoHSeO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755984 VO2F Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1036993 Li2CrO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772626 Cr2PO5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1209371 Na2NiO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1182699 TiFeO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211038 Ce(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-541933 BaCoH2C3ClO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1192810 Li7Mn2(CoO4)3 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-559172 V2Bi24O41 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764052 NaFeO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755803 Ba2La6Mg4Ti3WO24 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-24828 FePH5NO4F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211325 KMnPH2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758278 CsMnH4(OF2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209334 Li2VO3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1276679 Sr2Fe2S2OF2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176456 MnPb2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1212348 MnRe(CO)10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-690540 VCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1254341 K3Sc(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758377 BaTbMn2O6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1208589 Fe4Pb(CO)16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554334 RbNi2F6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211929 NaCoO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19114 Li7VGeO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1202459 Li4Co(OF)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177227 Li3FeF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770765 MnTeC5O6F5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-690844 TbTl(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-553968 CsNd(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755100 Li3V3P8O29 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1258028 Li2MnP4(H4O5)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18160 LiMn2O2F3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-863289 Zn3Co9O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559140 Rb8Zr(MoO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-8395 BaSc8Ni2O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559004 Mg2VBiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1101293 V2S2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-778197 Fe4O5F3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18994 Sr16Fe16O41 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176867 Cu2WO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757182 Ho2(WO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1197894 LaVH2I4O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211719 TiCrSO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752421 Li5Mn6(BO3)6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-19079 BaCaV2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-753609 Li3V3P8O29 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1100982 Mn2NbC8(NO)8 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-768097 V3H4NO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752847 Li4MnOF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770575 LiAlVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1282757 Li10Cr3Co2Ni3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192408 LiV(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-13677 Li14Mn2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-720863 Mn2SnC10BrO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201441 Mo(CO)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-546027 V6O7F5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-753457 CaVBiO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174448 Ba2CoSi2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1216516 CaMg14NiO16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25394 Li4Ti3Mn3(WO8)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-767620 Na2Mo2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227726 Li5CrP2(O4F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211556 K3VO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776054 Mn2ZnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558850 Mn3B7IO13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1112601 Rb2NaMnF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-562548 LiVF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1297760 LiMn(PO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1208827 Na3MnBSO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-6917 Sr10Mg5Mo(W2O15)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773502 KCoPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213217 TiMn4O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213120 Sr2Mn3(AsO)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222691 FeHO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-31124 LiNiBO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755019 Ba3CoIr2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209982 Na5LiCo2P2(CO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1248625 Sr2VMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1195447 Na2MnPHO3F4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554075 Li2VFe(P2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758774 Mn3(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192153 Mn2Cd3O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-745118 SmTl(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752789 Na4MnAl3Si3O16 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1212131 Ca2ZnFe(SiO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1037121 FeP2CO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557259 Li2FeNi(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1078634 Li3V3P8O29 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1154753 Li5Co4(Si3O10)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-7725 LiSm(MoO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1214393 BaFe2(P2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196576 K2RbTmV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-14243 Li2CoP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757614 BaCaVF7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-573229 Li4MnOF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1283043 Li7Mn10O20 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1176816 In2(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758172 MnH20C22(N5O3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173962 SrMoO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-756189 LiMnP2HO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-5949 Zn(FeO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1191650 LuMoBrO4 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1227933 Li3Co3(PO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1225756 La4MnO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1306353 BaLa2TiCr2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1188376 K2Mo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1076782 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761040 FeB6(CO)4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-697758 FeH2SO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-28262 Li4Fe3Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760089 Li6Mn(FeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209888 Ca3Fe2(Si2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1190551 Co(AsO3)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-770527 Na2MnHgF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-651279 CoBiAsO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18860 Cs2Na8U8Mo5O44 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1318386 MgMn2O3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555373 V2Cd6Se5O21 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18987 ZnNi2(PO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772101 Mo3NO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771820 Li2NiCSO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1312822 Cr2O3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-763247 LiVSiO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209026 FeSO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752944 AlCo3Se2ClO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-4503 LiVBO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756993 BiMoO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755571 Tl2Mo3SeO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177931 Li2VO2F Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-764989 LiV(PO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-868632 Ca2TiMnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753538 Li4Ti3Mn3Cr2O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555912 K3NdV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-763098 Li2MnV(P2O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744309 Li4Ni3(OF3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173115 Sr4Mn3BO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756204 LiV(SO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213321 Li2CoP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1321525 MnH2(SO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222140 Ti(FeO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755739 Li2Cr(SiO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754072 CaCo2(P2O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753012 Pr2(WO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223556 Li2Mn2NiO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18479 LiMnFeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214521 Li4V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-618807 Na(FeO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218366 K2NaFeO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1099664 Na2HoPWO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-743770 CsMn(PO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771571 Fe2GeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1207920 LiFeF3 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-754923 Mg2MnWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1079069 LiNi4O4F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756442 CsY(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777762 KNa2NiO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
