mp-1199268 K5In(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755077 CsMg30CrO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752640 Tl2NiP4(HO2)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759725 RbCo(CO)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-27479 Ca4Mn3AlO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780155 NaVO3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-21302 Li3Nb2CrO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753796 Li6CrO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754294 KLiLu2(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218701 CoH8(CO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1105091 CaSmMn2O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1305171 K2Mo2P2O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176752 SiMo12H24C6N3O40 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753343 Na6U2Mo4O21 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1220447 Li8CoO5F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-540530 Ti2CrIn3O6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1211051 Na2TiFe5(Si3O10)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554075 Li3Si2(NiO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-616232 Fe(PO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1197776 Li2NiP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753977 NdReMoO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755037 Er2WO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1193056 K2Mo(SO)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770735 Na2CoSiCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1192451 Li2U(WO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1003548 LiVF6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1213009 MoPb5O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756584 Li3VF8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1114473 Li2V(CO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1205476 Fe2Te4ClO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744188 Cr(PO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222059 Li2VCr3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-690058 Ba2YMn3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773184 LiScVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1208672 Cs2ZrFe2(MoO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-562364 Li4Cr3CoO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557276 LiNd(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1225874 Zr(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1178088 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1226695 FeTe2BrO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-763223 LiPr(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-685488 Li7Co5O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-12822 Li4V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-704284 ZnCr(GeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1113539 Li3Fe2P4HO14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755644 MnVAgO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-715584 HoCu(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760938 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209549 Li3V4CuO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780098 K4V2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-706325 Na2V3P2O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1189736 LiVF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-7747 Li2CrO2 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-18800 NaBi(MoO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-780389 Zn2CrFe3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1641070 BaMn2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-867581 CrCoH15N5ClO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-777477 VCrO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1567940 MnH2(SO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-770772 LiCoP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1181575 Li2TeMoO6 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-867719 NaMnPCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772226 Rb2U2Mo3O16 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-776467 VOF Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557654 Fe3P2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-604368 Cr2PO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1278982 ErCu(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18749 ThTeWO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-541673 Na2TbMoPO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558721 Li2NbCr3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771015 LiFePO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-763193 Na2Ti3Mn(Si2O11)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-504969 Li2Mn3FeO8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1222526 NaV5H18N2O19 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1184215 CsLiMoO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-753001 CrTe(WO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558666 MnP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18990 Fe3O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-13310 K2MoP2O9 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-1178445 Fe2O3F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176521 TbWClO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-505679 Ba3V2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1275528 Sr5Mn4CO13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780207 LiNiPO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-31760 Ba6Nd3TiCu6(MoO12)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1225354 MoH4O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759067 Ba3Dy2MoO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19131 Cr3Ag8(IO6)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-558402 FeSO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1103683 MgTiCo(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867642 Co2H21I7(N2O)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-504735 Rb6U5V2O23 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1567945 CsLiMnP3HO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555912 Li2Mn3(BO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1104938 LiFe2(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1216342 Sr2ZrMnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1567241 LiCoPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-600169 Cs2CrCl5O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-553895 Na2MnO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559606 Li2Ni3TeO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759181 Li3FePCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-23111 Cr4Si4O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753223 MgCoH16(ClO2)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1197187 LuMoClO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25850 Li2MnF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764959 Li3MnV(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-9657 PrZnCr2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-12752 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-698001 Sr4Al6CrO16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1225428 Li5Mn(Ni2O5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759969 SrLaMnNbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1572819 MgTi4MnZnNiO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-690490 Sm3BWO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1193853 LiMnP2HO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17138 V2PH10C2N2O8F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-16268 Na2LiV5H18O23 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-769580 Na2U(MoO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754122 Gd2GeMoO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209155 FePH6NO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18789 Sc2W5(SeO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18721 TaTiCrO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1190465 Li3FePCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752946 Cs2ZrMn(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1252778 NiTeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1202181 Li2V2P2O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-626573 LiV3Zn2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850975 Na2Cr4O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-673704 MgMo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764770 NaMg30CrO32 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-625258 FeSeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780148 MgCrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19480 RbLiBi2(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1237680 VFe3Ni2(PO4)6 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-24296 Mn3(OF)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227848 BaMnO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759019 Li2VCo3O8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-22526 Mg2CoWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753494 V4CrNiO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753694 LiMnP2HO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755396 Li3VOF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758949 V2As3N2O17 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1212977 YTl5Co2(NO2)12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1207863 Ti3Fe5O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1193015 LiVP2HO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1282937 TlV2SbO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759965 LiGa(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211736 Li4Nb2Fe3Sb3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1197208 MgMn2As2(PbO9)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-540583 Na3VO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754691 Mn(Ni3O4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-743617 CrPO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555549 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555102 NiH24C6S6(N7O3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755181 CaCrBi12(Mo2O17)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753288 LiVBO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-706239 TiNiO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1644732 FeTe(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-37614 Li7Mn2(CoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-744205 La5Re3NiO16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209982 Li4AlCr3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22805 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-696335 Li2FeF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176841 V6O5F19 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18720 RbV3(SeO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760954 CaPrMn2O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-17523 AlTl(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559100 V2O3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222358 Co2As2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1301543 Tb2(MoO4)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1199810 Ba5SrNd2Fe4O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-31624 Mn13Si2SbO24 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558859 Tb2(WO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766101 GdCrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557553 CsEr(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176494 Ba6V4S11O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222140 MnCuO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-561060 RbV3Cd4O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778674 PrMoBrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177109 V3(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192455 YCo(BO2)5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214095 Li2FeP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1201517 Mg14MnFeO16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754565 Ba2YCr3O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1202459 Mn8O17 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19417 KVO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780739 Li3V4O11F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754051 SrCa3TiMn3O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1569231 NaCoO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1257772 LiAlVO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-616160 Li7(NiO2)11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-540022 Li2CrO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199210 VF5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-776388 H48PtW6C8(NO)24 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754592 K5Sm(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-767711 Li2FeO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1317991 Cs2Mo5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1190493 Rb2CoO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-850876 K2LiVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1638873 NiAgF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1100926 Y2Mo(SeO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221358 LiMn2(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1189973 LiFePO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744439 TiFeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554745 Cs2NaCoF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-698613 Li5Mn3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780526 Li3MnBAsO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1662514 MgTi2NiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1193772 Na5La(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-541954 K5Na3(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1216423 Ba2NbFeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174475 VHO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755951 KVSO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1195119 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196356 Rb2MoS3O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209262 LiY3WO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1202238 Li15Mn21O43 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-674490 HfCrO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-645299 Mn3Al(SiO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18869 VO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1202726 VBiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554275 Fe2OF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775203 Cs3La(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228195 LaCrSe2O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1220977 NiSeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773188 Li3MnCo3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752572 NaLi2NiPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755869 Ba2La6Mg4Ti3WO24 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218631 Mo12PH24C6N3O40 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177655 Li5V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18727 CoBi6(SO8)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-763065 Co2C2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176293 CoP3NO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19107 Li3CrSiCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780104 MgTiCr(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-778814 Co3(OF2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221960 Na4NiP2O7F2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774921 Cr2Ag2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228794 BaMn2Si2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209347 LiVSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744181 CsV3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-647969 FeSnF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174806 CaNiP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770678 Ba2TiMnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773085 Hf(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753998 LiCrPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558250 Li3V7O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1190558 V5W3O20 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-653922 Ta2CrNO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1224026 Th(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753359 La2TeMo6O35 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-11995 Y2CoTe2(SO7)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-558802 La2VReO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1570380 Mo(HO2)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1177991 NiO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1219794 MnGaH4O2F5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210945 CsMnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223342 LiCoPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-22443 CoH24C4S4N8(ClO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-28936 K3NdV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19047 Li2MnV3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756916 BaMo2Se2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-562762 Ba3V2O7F5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757451 NiPbO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-758629 Fe2(CO)9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1283181 Sr2ZnMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-15734 Li3NiPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1288155 NiWO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772673 Mn3V(PO4)6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-778669 VOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1219828 VO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778833 Li2Mn2SnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1220829 Li2VF7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1224890 ZrMnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-777377 Mo2PbSe2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1190858 Tl4V5CdClO15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1297758 Na2MnO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559178 GaCu(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752758 Bi8(MoO7)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1103361 Cr(ClO)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-27150 TlVSeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753962 V2CoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755164 LiVOF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19476 KBaVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214103 Li24Ti11CrO36 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-636519 Li4MnCo2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756625 Na2MnP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744347 NaNiBO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174567 Li2VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849749 Na4MnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211273 Ba2VCu2F12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760264 Y2WO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19432 Rb4Mo5(PO11)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-541075 LiMnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19017 MgMnO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755129 Li3V(H4O3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-504179 SrEuNiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-573231 V2P2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-735545 Li2Cr2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1283877 Co2Br3N7O2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1217012 Li2FeO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1302887 Ba2MnMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1077659 KBaV3Cd2O11 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1218775 VO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754980 Gd2Mn3Sb3O14 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218464 Sr4TlFe2O9 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1080507 Na10Mn2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1195190 SrLaVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773097 LiMn(PO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1217513 Li4MnO2F3 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mvc-7845 Li12V3CrP4(CO7)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-562216 Li4Ti2V3Fe3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175838 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560164 LuMoBrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
