mp-1193901 V16O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559435 Ba4Nb2WO12 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1297456 Li2VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555373 V(SO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1579563 KFe3(PO6)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1575885 Na3CaFe(SiO3)8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-745118 Li6MnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227834 Li2Cr4O13 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1307364 RbFeO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-714885 Co6O7F5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-755644 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755211 Sr3Cr2Cu2S2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-573231 KSm(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1204966 FeCO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1661754 Y2V2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19276 LiVF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765416 Li2FeSiO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-754431 Na3Ni7O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-643412 CrFe7O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760196 Ba5Lu8Ni4O21 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760942 VHgO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17071 MnO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177850 V2NO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-762897 FePH5NO4F Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1176585 KV3Cd4O12 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1192358 Li5(FeO2)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560733 LiNiPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-2216 MgTi2Pb4WO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-779915 Li2MnFe(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555680 V2Cd2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778233 RbNd(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-545522 KV3(SeO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756420 Ba2V4Cd3O15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1303453 Sr2NiMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-704535 La3NdMn4O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218688 Co2HgO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19343 Ho2(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-20143 LiMoAsO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-3559 Na6MnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754546 LiV3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174355 Li2CoO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-781606 KLiLu2(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-27604 Cs6Fe2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-642398 K2NiC4(SO)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-743547 Li2V(PO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1203197 SrLaVFeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752506 LiMo2P3O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-985626 LiCoSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-997158 LaMgCrCoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777298 Fe3C9Se2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221655 Sr2GdMnCrO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768389 KLa(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753220 V2(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752787 Cs2Cd2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26284 FePbC5N6O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780325 Li2TiV2O6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-559604 LiV2(OF)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1281111 Sr3Co2S2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760974 CsPr(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1274694 ThTe2WO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1197728 CsMnCuF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753198 Li5(CoO2)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174510 KMgIn(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194870 LaVH2I4O15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753547 Sr5V3H6(O3F8)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1173890 CoBH18N6(ClF2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753567 Li6VO5F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760973 Eu2MnSi2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-510264 LiMnO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18969 Nd2WO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1208680 Li2V3O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558859 LiV(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753586 Ca2FeWO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-19038 K4Mo5H4Se2O23 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-7943 Cs5Bi(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19903 Mg30NbCoO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556533 Na3CoF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554901 FeC3SeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174353 KFe(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755518 K6Na2V2S7O30 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774317 LiMn2(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-866783 LiMnBO3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-780895 Li6Fe(O2F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757938 MoWO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-697458 Li2V(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1198646 FeAsO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561361 LiVCO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1204008 Ni2P4C11S2(OF8)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1097043 LiMnCO3F2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-3813 CrCo3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764773 V2O3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-684742 Na3LaV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-16010 Li2MnSiO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-772268 YCr(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194448 VCdNiP2O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777824 BaV2ZnO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-31760 Li3MnV4O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-12912 Li2Fe3SbO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1220301 VSnPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-562797 Li7Ni5O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1076874 MgTi3Pb5WO15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-769702 Na2CrAsCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768711 Li3Fe2P2(CO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1200963 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753011 MnTl2H2OF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1195565 NaFePO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1196785 CrAg3ClO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221598 CrHg(PbO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1662153 Li4Ni(PO3)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1182540 Li4Ti2V3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201553 Al5(FeO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26600 Sr2MnTeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753185 Ba2CoWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208167 Mn6O7F5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210277 KLiTb2(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1095420 KSm(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-865024 CaCrH2O5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1013577 Cr2(Hg2O3)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1212730 CoPH3CO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177573 Li3Mn4(BO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213695 CrCuAsPb2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-24688 Li2Ni3TeO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753587 Rb2V3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19217 Na2CrCSO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-9159 Li2MnOF3 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1178214 Cs5Mo8P(H3O16)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757128 Ba3Y2MoO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761092 LiCr2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777479 Sr24Fe16O55 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774426 Na2TiNiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209300 La2Mn2Se2O3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-755896 V2Cu2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19479 LiCoPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556993 CrO Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1038272 Li3Mn2P2O8F3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1104788 Li4Fe(BO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174534 MnO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-28331 Al2NiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-541384 YCrO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1224220 Li3(FeO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218013 MgMnB2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755852 Li2FePCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759426 Mg2MnWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-605437 FeHO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772093 V(Bi5O8)5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765981 Rb3ScV2O8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-696012 Cr(PO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758521 LiVP2HO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1285900 Li2V(CO3)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-774243 Li2VF7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-744193 Na2TmPWO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1172462 Ca2Ta2FeO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764057 LiVOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-504723 Ti3NiBi2(PbO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759087 Fe9Cu3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-551760 DyMoO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222767 Na5Ni2P2(CO7)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-505766 Mg2Ta2CoO8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-755557 CsMoIO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1238696 Li4Nb2V3Co3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-745180 Ba3LaV3O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210561 YV(SeO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177116 CoH14SeN5O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1193007 MoWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221075 Mg2VBiO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1272748 Li2V(CO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-863360 Cs2MnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555748 LiNi2(PO3)5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555908 Li3CoPCO7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1272524 K2Mo2P2O11 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-561478 Li2Co2Si2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557323 Ba3V2(SeO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218585 Ti4Ni2O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-23973 Li2MoP4O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1100936 Li2Mn3CuO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-694891 Rb2LiCoF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-562513 NaFeP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-745139 Ca2TiCrO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173616 LuCu(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227286 TaTiFeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-561541 Ba2V2Te2O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-690540 MoP4C5S3O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752631 LiMnP3HO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772673 MnCd4O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-976446 CoH2Cl2O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-20156 Li3Mo2P3O14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26751 Na2V3P2O13 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1281224 Ca2VMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1214121 Y2(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759779 Al2NiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753909 RbAlV(PO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1180216 Li3MnPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227224 Li2CoSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-16671 Mn5(TeO6)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1100756 Li11V6O5F19 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1299258 CoS2(NO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218366 Li2CrO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1272149 MoO2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-752736 Fe2C9O7F4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19226 Ba3Co2(NO2)12 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-772550 Li2VSn(PO4)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1198748 YbMoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759440 NaCaAlFe(SiO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1100622 VOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-762265 Cr(FeO2)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-18906 Li3VO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1306804 Ba6Nd3TiCu6(MoO12)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-644925 Mo(HO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18839 CaFe(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-16841 K2RbHoV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-14312 FeOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559028 Rb5Er(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218146 Na2FeO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-540042 MnFeC5N6O Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1174330 Nd5Te7WCl3O23 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19499 LiFePO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1573955 VAgO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210451 Li5V5(CoO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-845 Rb7GdFe6(P4O17)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754619 Na3V3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19197 V3P2C2(N3O7)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1213379 HfV2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1274793 Li32Mn11Cr5O48 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849713 Li9V12Cr7O48 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752823 FeBiO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176477 MnNiP2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221800 Li4Mn(OF)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1195001 Ba2V3BiO11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1247608 Ti3NbFe2(PO4)6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-776118 MgVP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1205183 La6Mo8O33 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757296 Sr3MoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754642 ZnGaFeO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1178024 MoH8(NO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559424 Na2ZnFe2(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19252 MgV2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1217554 LiMnPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-4368 Li5Nb6NiO18 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19412 Li3VF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752650 ZnMoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228739 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555068 Tm3Fe5O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1247726 MgNi3P3O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209046 Fe3PO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753446 TaVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759350 CaCrP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-4008 LiVO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223338 Li2MnO2F Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-22820 Na3VB6O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-540864 K3NaCr2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208207 Li4Mn3NiO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228399 VP2NCl10O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-704100 HoCoC6(N3O2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-28936 V3Cd5P6O25 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-15235 V3Pb5ClO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1205807 Cs6Si2NiO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-9986 VH7N2O5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-754807 LiFePO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-7383 Cs3CoF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1660662 Ba2MnMoO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1204192 MnRe(CO)10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756366 Li2V(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1189201 RbTb(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780526 SrMnZn(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1198813 Sr2YMn2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-645208 CaFe(GeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201039 SrLaVO4 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-557654 Ag2Mo2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753227 Li7V5O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757611 Li2CoNi(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19127 Nd2(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1013911 V2Cd4(TeO5)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559685 Li2TiCoO4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-26089 K2LiMnPCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210021 Li3FeOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758062 Li2FePCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-13310 NaCrO2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-651279 Ba2AlCr3O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1297760 Mg30FeSnO32 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221288 Li2MnCo3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-510519 MgV2O4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-754592 VOF2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1307946 V4O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1216763 Li4Mn3SbO8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1078353 ZnFeO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757356 Li2MnGeO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1180198 BaFe2(P2O7)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-15905 NaMg30CoO32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218701 ZnCr2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210369 Li2CoOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761023 K4Mg(MoO4)3 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-763464 CaVP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25823 LaFeAsO Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1202450 ScV(SeO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-653267 Li7Mn2(CoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756421 MnSn3(PO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218705 Ca2MgV10(H8O11)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765411 LiMnPH2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770921 Sr2FeSbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775198 Li3V2OF7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-31908 Li6Mn9(PO4)8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211119 RbV3Cd3O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227721 La2MnCrO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-17542 SrLaTiMnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194161 TiFeO3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1211136 V2Zn3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19590 Li3CoPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214443 VSO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22100 Li2Ni(CO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-779345 Li5Ni3(SnO5)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-704731 Li3Fe8O3F13 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1569015 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
