mp-562767 KVH6SeO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-850399 MnH6(OF)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18785 VPO7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-6409 Li3Mn4(BO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759349 MnCO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222326 NaZr2CoF11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780579 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175797 TbCu(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-696335 VPO5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1214969 Ba2NiTeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218324 Na2MoO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-696951 Li3Fe(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780322 BaDy2NiO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18815 NiPH6NO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-562771 CoBiAsO5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1647468 Mn(PO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1258028 Ba2MnMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1573681 Zr(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227081 MgV2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754143 Rb2U(MoO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177571 VOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1220829 Li2TiVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1105721 Li2Cr3P4(HO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19416 LiCoPO4F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768225 Sr2YMn2AlO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850898 NaMg30CoO32 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1094123 CaZrNbFeO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753579 InCoO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-18786 Ca2CoSi2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1265780 Na4CoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194870 NaLiV2O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-773177 LiCrSnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757185 Ba2V2F11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761179 MnVCuO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753011 NaCa2V3Zn2O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-504997 CsVO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-31230 KTm(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-705362 VH8C2NO3 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1174373 ZnFeP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-867763 Ba2Mn2As2O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-705033 Li4Fe3Co2Cu3O16 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-768562 FeP4(C2O5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780135 VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211736 Na3TbV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-605091 NaCaVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-8387 CsFe(SO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754726 CsLa(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754159 LiFePO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-16772 Li5Mn2P2(CO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752894 MnTlO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1189906 Na7Li3V10O30 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554275 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753688 Nd4(WO5)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557563 Ca5Y3Ti5Mn3O24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1234978 K3NaCr2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1197025 Cr2AsC10ClO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177355 Ba2MnNbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756604 Li2CrCuO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758725 Si3(MoO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192462 K3YV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-782636 Li4MnV2WO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753012 Ta2MnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-6391 Li4AlCr3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208634 LiNd(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777277 Sr4Fe6O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556295 V2Te2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756840 CrPO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221800 ZnCrPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755520 Mn26As18CO57 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-19378 Na2HoMoPO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18814 Na3MnAsCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1207861 LiFe(CO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1573955 LiMn(PO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765458 Li4MnFe3(BO3)4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-27604 K5Na3Nb6(WO10)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1219299 Ba2MnGe2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-23967 Li5MnO3F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1216355 HoCrTeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-683652 YCu(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-504566 YMg14NiO16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770530 Dy2Hf2(MoO4)7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771362 SrLa3MnCuO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-16814 K3VO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770571 Ba2AlFe3O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1095622 LiCoPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755584 KVH4O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1572588 Ag6Mo10O33 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18989 NbVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-510607 Fe4O5F3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19362 Co6O7F5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1197764 Li2MnPHO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766127 Li4MnFe3(BO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-746364 CoH17S2N5ClO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764791 Na3CoSiCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754527 MnH(CO)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1226075 V3(P2O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1226463 LiFePO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1199642 Li7Mn2(CoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765337 Li3Mn2(FeO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-23718 LiVF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211702 Na4MoS3O14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755844 V3Cr2Sn(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-647385 VPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175595 KVSO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-34475 Mn3(AsO7)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1272379 Co(HO)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1182481 Li4V5Fe3O16 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-30960 YNi(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-29148 Li2V(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761495 Li4CoO3F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-704546 Ba3Fe2Br2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777484 MnFeCo(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761765 CoBi(CO)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-763212 Li3CrClO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177945 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-699398 LiMn3(BO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1301229 Na3MnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-630641 Cs2CaV2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-774921 SrV3P4O17 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757451 NaCrNO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-22443 V2SiO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221201 Rb2MoP2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773607 LiVTeO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-769542 FePH5NO4F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1662148 LiFe2(BO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-783904 NiH2SeO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780114 VIn(SeO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777765 MnOF Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780086 Li3FeOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1036207 MoO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-625870 Dy3BWO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758643 Li4Ti3Co3(TeO8)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757743 Li2NiP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764423 MnCO3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-762454 CoHCO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223556 Cs2V2H2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-705355 Ba2V2CuClO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19400 LiCoBO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-762980 KRbMnV2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556638 Li5V3Cr2O10 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-543103 Li3Mn2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175755 Li3Mn2(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176763 SmV2BiO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1212595 CsNpMoO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-21444 Fe2TeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1244718 Rb5In(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770737 Ba3In2MoO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-850355 TmMoO4F Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-542671 Fe19(SiO4)12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196585 Li5Ti3V2(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-1150 CrF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176278 La2Mn2Se2O3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777497 Li2NiP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-560897 Ca2LaMn2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1306804 MnV2Pb2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26948 SrSm3(NiO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1638849 Na3VSO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210774 Co2(SO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1100693 K3V(SO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177962 Li2Fe3SnO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-762018 NaCo2BiO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176828 Co4Mo4O19 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-20312 Ba2NbVO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780295 VH4NO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758095 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-560628 NaFeO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757654 LiNd(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1216962 La2Fe2Se2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20798 Fe4H12C15O31 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1172969 Nd2VFeO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-763365 V6H2Pb4Se3O26 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19046 Sr2Fe2Se2OF2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-39483 Li4TiMn3Cr2(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176841 FePH5CO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-17502 FeBiO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-720829 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1147749 K2U(MoO5)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1176431 Li2Mn3(BO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1639659 Co7(SbO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1207892 Li6Cr5(P2O7)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1220767 CsMnH4(OF2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173622 FeP2(H4O5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752505 CoP4O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760247 V2PH10NO11 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1203622 LiScVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754927 MgV2(BiO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-706279 V3H4NO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198067 Hg2MoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-699558 Cr2H8N2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-505589 Na2MoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1312062 V2P2H6PbO14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1182650 Li7Ho3(MoO4)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213695 Ca2MnWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770553 K2TeMo2(PO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-704707 VF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770043 Na2DyMoPO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754806 MnAl2O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754753 KCr12Si8ClO28 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1317499 Li3Ni2O2F3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1216117 Mg30TiVO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1100935 FeO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1190916 Ba3V2O7F5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-4368 Li7Mn4(P2O7)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1192859 MgFe2O3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1316653 Ba3V4ZnO14 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18436 CoH18Br2N6ClO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752809 Li5FeO3F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1301965 RbNa7(CoO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-779008 SrLi4La15(CoO8)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771385 Nd2Tl(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1079859 Li3V4CrO8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-19213 Li5V(CO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1193267 Cs2K4Fe2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760903 Tl2V8O21 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176114 LiMnPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25403 Y2Mo(SeO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758354 CrSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-542979 Li2MnSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1181308 Ho2Mo4O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211709 RbFe(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-30901 La2TcNiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780196 Ti5Cr(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756266 Li4Cr3GaO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-29461 SrMnO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1275809 Mo3NO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-27877 Ta2FeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849457 LiVF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211854 RbV(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558836 FeCu(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765483 NaVMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-768704 Cs2Mo(SO)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752600 Li4TiCrO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753817 Rb2Cr2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-653887 CeAg(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766625 Li2TiCr3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-698680 Zr(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-36447 Eu2Mn2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556077 RbUCrIO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-562797 Ni4(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780785 FeHO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221016 Mn2SnC10(ClO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213561 Li2CoOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774620 Li2MnPCO7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-752668 ZnCr(GeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208718 UCr4H48C14(N15O11)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-532028 Li5Mn2CrO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1205048 Li6MnV3(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753828 CaZrV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1101273 LiMnP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213946 V2Cu(PO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175652 Li3MnV2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757087 SrLaTaCoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1216789 MnFe2(PO9)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218794 LiVOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766870 Li3MnAlO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-778991 HgMoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-699660 VO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754851 Li2CoSnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-645743 Co3(OF2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559609 Ba2V2ZnO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1180190 Li2Cr3CuO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-24835 MnZnP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19479 Li4FeO3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1216423 Li4Mn3OF11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18301 Li3Mn5O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221286 Li2Cr3P9O28 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-20287 NaNiPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1097037 Ho2(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1298313 Ca2TaMnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776583 Fe4O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194158 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-10036 Mg4FeO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754106 SrV3O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-18492 Na2TmPWO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1104384 Li4V3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756583 LiCoP2O7 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1177154 NbTlV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850945 BaLaTiFeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-778670 Ba2TiMnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754592 Li2CoP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1247671 Sr3LaTa2(FeO6)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-769449 Mg2Ta2CoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-763489 LiCr(CO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770761 Li2AlFeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757232 Y2WO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756790 LiMnO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222712 Li3FePCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228915 Li2FeSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1205311 Li2Cr2FeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1290445 MgVBiO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19155 Li2AlCoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754195 Mn(AsO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-735541 V2MoO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26580 LiZnCr3(SO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-16909 CrF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-505313 Ta2CrNO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173962 RbAl(MoO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-24234 LiFe2(BO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744239 MnC5ClO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-27494 BaMg(MoO2)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780882 NdTl(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-15481 Sr2YTlW2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211734 K8Hf(MoO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757672 Li4FeOF5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-775132 Tb2(WO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-22822 FeCO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-31924 Ca2MnSbO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-572621 Na2LiV5H18O23 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mvc-11732 Ho2(WO4)3 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1217927 KLiMoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194096 Mg2TaMnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1079306 CeVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764865 LiCrPO4F Prediction: 2 Actual: tensor([2], device='cuda:0') 
