mp-753489 Li3V2OF7 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-1113275 VZnP2PbO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26025 VHO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757640 LiFePO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-755100 TaVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764730 Li8Fe(O2F)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-559825 CsVSO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-8359 CoH2Cl2O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775212 Y2Mo(SeO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19219 Ca4Cr5(TeO6)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753001 Co3(PO4)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1180838 Na3VPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1217035 KTb(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1212044 Li4V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-578604 Ca2FeSbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25811 Li4Mn3O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757489 Li3NiOF3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-531102 TiVO3 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1201209 BaCaV2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1101382 Li2Mn2(PO4)3 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1199810 KTb2Cu(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26462 CrPO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1661817 CsFe(SO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1205671 Ca2Ta2MnO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753446 BaLaTiCrO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1198721 Cr2(Hg2O3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-542031 VGa(TeO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765775 Li3MnV(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-863394 Fe3O5F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-690490 PrTl(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-867716 Li10Cr(SiO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755396 KLi2FeO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-867647 RbV3Cd3O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1192451 Li2(FeO2)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198857 Fe(BO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557548 Na6U2Mo4O21 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753525 Na3V2PO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777388 KLiTm2(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26412 BaFe2S2O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753382 KFe(SO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-773418 Mn2V(PO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556764 CaCr(GeO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211565 Co3(O2F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1200173 PrAg(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755249 VPO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1001571 NaCoPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1197349 Sr2NbFeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755202 Li32Mn11Cr5O48 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1101210 CaMnSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-27604 V2Pb3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177825 LiCoPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849295 RbY(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218705 MnTeC5O6F5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756940 Li3Mn2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1272911 MoH8N2O5F2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-561060 Hg2Mo2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214368 LiMo(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-648164 MnPH6NO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1037022 Na3Li3Mn2P2(CO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176200 KSc(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19085 Ba2MgMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1192462 Li5Fe3(SbO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-31518 NiHgO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19770 Ta2CrNO5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-7390 MgCr(SiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757348 TlCoO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-849267 Na5Fe2P2(CO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1217532 Na4Co(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1202511 Li2Mn3(BO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-735476 CaMnO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18883 VIn(TeO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555680 MnWO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753110 CsNd(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-690567 Li2CrO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560156 LiMnO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1036182 Na2UMo2H3O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-11086 SrV2TeO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-762980 BaLa2TiCr2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173893 K2RbPrV2O8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-19220 CsVSO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1313326 Cs2MgCr2(H6O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757818 Eu2(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773184 KFe(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1224662 Ca7MgCo7CuO24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772518 Li4Ti3V3(SbO8)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755055 Cs4U3Mo3O20 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-652229 MnH12N2(Cl2O)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176024 Sr4Re2NiO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-623924 Sr4Fe6O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756268 Sr4Fe4Bi5PbO18 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209599 SrZnCo(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208703 Li3CrClO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554685 RbTm(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218539 LiIn(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755415 Te6Mo(OF5)6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1099844 Na7Cr2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1275120 Li13Mn2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757813 YMnGaO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1224220 Li4MnCo2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770491 PrMn2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772266 K3V3(BiO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1080507 NaCoCSO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209294 Li4Ti3Co3(SbO8)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1038167 Li2VF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754032 Ba3Ta2MnO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772667 CsTb(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1274545 NiOF Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1215029 TlVTeO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772441 Mn2P2C12S(O2F3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-704546 CaZrNbFeO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759491 SrCo(GeO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558202 Li3Mn(BO2)5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-764021 KNbV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-7826 DyCr2O2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-540779 LiVBO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-763317 LiSm(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26021 Li5Ni2O2F5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198234 Pr3VGeO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753929 LiVWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18611 K3V3(AsO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556925 KLiNiO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558057 Li7V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194816 VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-781683 V6O5F19 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758557 Na3LaV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777834 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173168 Fe2(SO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766811 Sr4Mn3BO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1195001 RbTm(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1276140 CrF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753393 LiVSi4(HO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753573 V2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1225959 CaThV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759304 BaErMn2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1321185 Li7Co(OF)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-510753 MnCuO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-690543 LiVO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1570791 MgMnO2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-867665 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756301 TiAlFeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-5786 Mn4GeP4(H6O11)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560573 TiNi(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26423 Li7Mn2(CoO4)3 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1224232 Fe4OF8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1304728 CaMnO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770903 K2CoH4(SeO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26715 KV3Cd4O12 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-542292 ThCrO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-704550 BaMo3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-9952 TiTlWO5F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176519 LiVP4(H2O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18866 Li3Ti(NiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19022 VPO5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1197813 VO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756291 FeP2O9 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1197854 LiV(OF)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753203 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849394 Li3MnV(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754463 Ag2Mo2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-867949 Li11V12(OF)24 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1189724 Co(Bi5O8)5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1177982 V2SiO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1201702 KLiNiO2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-18869 KSb(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1205825 Li3VP2HO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759138 K2U(MoO4)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-378 Cr2O5F2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556688 Mg2V2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1248912 KCrF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211766 FeH8(ClO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-767576 Na5Li(Mo3O10)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1104440 Li4MnCo2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227666 LiFeB2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-24067 VCu2HO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-546936 Li4Cr2Ni3Te3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1199318 LiMo(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177941 Li2V2F7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19084 VPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-28465 FeMoClO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-553919 Ba3Dy2MoO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1297665 Li2CrSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-561162 Li2U(MoO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757204 FeB4O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1569231 Li8FeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1272202 Bi10(MoO8)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1569015 Sr2YAlCr2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223350 InMoHSeO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19277 Li3Mn2(SeO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-767632 Ni(BO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176508 MgCr(GeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768533 Li8TiMn3(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-22421 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1279456 Na2Mg3(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-24036 Li7Cr5O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-735790 Co6O5F7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768381 MnV4Fe(Pb2O9)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555776 Rb7U8V2ClO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19162 Ca2MgFe(CO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19760 Li4VNi3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1192455 Zr(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1283577 Li2Mn(SiO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221471 MgCoO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744843 VP2NCl10O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555364 KVS2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1203404 LiNiSbO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-28207 NiPbO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177045 V3CoSn2(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26326 Ba2CoSe2(ClO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764002 Ba2ZnMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213685 Li2V3WO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759702 Sr2V4Te2H2O17 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554767 ZnCr2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-690544 MgMnB2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1196327 Li2MnSiCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556606 Li7VGeO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770972 TiVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752787 MnH2SeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228911 NiSnO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765575 TaFeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758702 K2Sc2P2WO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-773489 LiMo2AsO9 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-753434 Ta2Fe(NF2)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-20794 Li2Co(SiO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-561093 V2Bi4O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-996994 SrLaVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1120785 ThTe2MoO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-704220 MoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1571007 CsV3O8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-554148 Li4FeO3F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-36465 ScCrO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209544 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18726 Sr2TaFeO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-18265 Li4Ti3Cr3(CoO8)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774422 LiV(Si3O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1105782 Li5Fe8(BO3)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773455 RbV3(SeO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556157 MoPNO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758118 CsCo(CO)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18961 Co3(P3O10)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-13592 LiV2OF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22946 Li2Si2NiO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-771058 VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208827 CaMn25FeSi4SbO44 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753571 LiFeF3 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1239384 La9Ni5O19 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-695985 Mn2(CO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766960 K2CoH8(CO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-769602 LiMnAlO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554152 K2FeH2OF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25394 MnSO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-600221 V2Pb2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177309 Sr10Mg5Mo(W2O15)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754753 KCo2(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-542666 V2P2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776636 LiCr3O8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-764959 NaLiFePO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218940 ThV2H4O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775205 Li4MnFe2(BO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-505766 ZnMoF6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-743587 Tl2CrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775753 Rb4Mo5H4Se2O23 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209850 SrV(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-778864 VF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1100487 Sr2Mn2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227669 LiFe4(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18932 VTe4Cl4O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-562548 Ba2MnGe2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558005 Li4MnO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19006 Li5NiOF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554213 K2NaCoF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756980 VF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-24816 MoH4O5 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1643811 NiO Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26133 BaSrCaMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1639032 Ba2YMn2TlO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764856 Li2Fe3CoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194207 Mg3Co2(GeO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753569 CaU(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17194 ScCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1639333 Bi8(MoO7)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558512 DyCu(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1104323 Li2VSn(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209026 LiFeP(H6O5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176816 Li4Cr3GaO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1201959 CsTaCo(OF2)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1221998 FeHO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-768607 TaVO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209643 Mn(HO)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-647812 LiTiCoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199647 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227604 MnCO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1283181 SrCa7Mn6(FeO12)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-697210 TlNiO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-769634 NdCu(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1288155 Li2Mn3F8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175613 TiMnO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1217521 AlVMoO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1104357 LiCoPHO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194023 Li8VO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770785 Na2FeO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768728 Ga2WO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-17901 Li2ZnFe(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772907 Mn3AgAs3(HO6)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-850438 Li2CoP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-863396 Zn4Co5(TeO6)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760250 Li6V3Ni(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753288 Ba2FeGe2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-781048 CaFeP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-891955 Cs4FeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756491 Nd2Te4MoO14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-975505 Mn2OF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772563 Li5CoOF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-572487 NdVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
