mp-1176091 Li5TiMn3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228249 Li7Mn4CoO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1207842 Li3VP2HO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752639 Ho2MoO6 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1280463 Rb3NiF7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-20143 VFe3(PO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1203520 ZnCrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-541775 Ba2CaEr3(NiO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174846 Li6FeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1178210 BaSr7Fe6(CoO10)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1571054 Mg30CoBiO32 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770912 Li2CoP2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-760232 LiCoPO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1195119 V3Co(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560156 CsVTeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1181106 Rh2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1639333 V2Bi4O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-16679 NaVO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1229137 Li(FeO2)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-31628 SrNi2P2(H2O5)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1180185 Li2MnP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1277753 Li3Mn(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773501 LiFeBO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1244976 NiTe(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1224760 Nb3Co(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211686 V2Si2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211821 VPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19362 LiVF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755838 VAgO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-1467 Na3NiPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753144 Sr3Fe2Ag2S2O5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-18964 MnB4O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174745 LiFe2(SO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554911 Ba2YCo3O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756551 Mg2Cr5(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776050 Ho2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1132757 Ca3Fe2Cl2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209266 Nb9VO25 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194599 Li2CoSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771315 MgFeO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1100758 KFeC6(NO)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777480 Li4Ti3Mn3Nb2O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227627 AlV2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1182695 Li6VO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214664 RbPr(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221458 RbNd(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753374 MoF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755278 VO2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1192153 Li8Ni(O2F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758277 BaCo2(AsO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752540 Co(Bi5O8)5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192562 K6Na2Pt(WO6)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1216172 Na2CoP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-561538 KNa7V7MoO24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222830 Ca5V3O12F Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-754743 LiFeSbO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756178 V3H4NO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559606 CsThMo2ClO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1100608 Na2VOF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1104323 Li2MnSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-24067 Sm2Fe2As2O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20090 Fe4OF7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1663191 Na3CoAsCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744328 NiPtO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558952 LiMn2(BO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-779092 La7Nb3(W2O15)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755094 MnBiAsO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772550 RbCoO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765588 HoWClO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1203413 CoH21C2N6Cl2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-572715 Li4Co2C4SO16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1224963 Cr4AgBiO14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1079620 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753702 Mo3N2O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1202735 V3OF11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-24055 NaFeSO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778204 Li2TiCr3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756210 Cr2(Bi2O5)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770895 Li3Mn(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211082 FeOF Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765626 Li2FeSnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174808 Li4Co(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760908 Co7P6(HO6)4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1216763 Ca3Fe2(RhO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-698669 Na5V12O32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25310 RbVH6SeO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770524 Na2FeSn(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780331 RbEr(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753086 BaMn3O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176120 Mn6OF11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18748 Nd2TeMo6H38O43 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1179769 V2Zn3(P2O9)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-694996 TmWClO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-760313 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-510589 Na2Li8U11(WO22)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-698158 Na2Mn2O3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218844 Na3SmV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-699660 Dy2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218824 ScTl(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-542935 MnC5IO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1196122 CrPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201214 LiVP2HO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1204398 Ba2La6Mg4Ti3WO24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1275491 Y2Mn3O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-675580 MnFeCo(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753430 Fe5O7F3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560164 Rb2LiCoF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177474 Li5Co2Ni3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1226430 Li4MnCo2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1189201 MnCO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1190901 NbTlWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760973 LiCoAsO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1284941 Mn3Co2Sn(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-653788 Li3Mn2P2(O4F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758543 LiFeO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218100 CaFeAsF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-645513 SrLaMnNbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559185 Na3MnBSO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19882 CrPtO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-581324 Li6CoOF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173803 YCrO3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1202981 Mn2InC10BrO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557603 Ag2Te3Mo3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-546843 Li4MnSi2O7 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-753396 Y2WO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1037157 KMnH5(SO5)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-758261 Na2DyMoPO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-34015 V2H38S4(N2O9)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759509 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209958 LiMn(PO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-9016 YMnO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757451 VPO5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-555154 LiMnP2(HO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1100554 VPPbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1317623 RbHo(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850202 ZnGaFeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221069 V3Pb5ClO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756773 Ca2MnSbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210008 Li5TiMn9O20 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758146 Co2H21I7(N2O)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-552651 Fe7SiO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-624009 Cr2HgO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1319687 CrCdO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-769510 Fe2(SO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-585338 Li7Mn2(CoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766424 LiFe8(BO3)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776601 LiFePO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755842 RbTm(WO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1198646 CsUVO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761147 Cr2O3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177499 Mg2Tl2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208209 CoH12CN5O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771717 KSc(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218688 ErVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557947 Li2MnP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1187759 Li4Fe7(OF7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199237 Rb5Er(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554168 SrU(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558202 LiV(OF)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760250 VF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849475 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-714885 Li3TiFe3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1203528 LiVSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26089 Ni9O10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1220238 CaMn2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-767597 Li24Mn11CrO36 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773008 Mn(AsO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1212685 Sr2TaVO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218264 LiMnPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758775 RbPr(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1198676 Li2FeP2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-754642 LiFeF3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-554839 La7V2BO17 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752625 Sr2CaMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1573704 Li7Mn4CoO12 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-1109 Na3V3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772210 LiFePO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1191127 LiNiPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760079 CoH19S3N5O11 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1078634 Cs2Mn(Cl2O)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1223396 CrInO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560291 Ca2MgV10(H8O11)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756584 NbCrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1214505 Li7Mn2(CoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1226272 Na3Li3Mn2P2(CO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1274694 FeOF Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1226454 Li3Fe2P4HO14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178416 AlCr(WO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-18751 Sr3Fe2(SeO3)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-6176 LiLa4CoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26430 Mn3TeO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-613910 MnCo5O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774251 LiSm(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754935 Cs2NiO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766127 Li2NiP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26317 Mo2H2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19369 FeBO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19212 PrVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1665555 Na6SiNi2(CO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752834 NaMn3O4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-560406 Li4Mn3(OF3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1251690 NaMoO3F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19380 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1188638 Mg3NiO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1208846 ZnMo2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-540969 CrAuO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556308 Mn3CrO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173492 Ba5V3ClO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-768845 Li4VCr(TeO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-650858 Na7Li3V10O30 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1572819 Li2CoP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26771 Sm3BWO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-769464 FeHO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772600 Mo(HO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218148 Co3SbO8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-752550 Ba3In2MoO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222593 TmWBrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753149 Tm2Mn(GeO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756582 CrReO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752506 Na14Co2O9 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-20813 VPbClO3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-768938 NaV3O8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-26432 LiMnBO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760097 BeCrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-562903 YWBrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-6153 Mn3TeP2Pb3O14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1220965 Ba2V2Te2O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1274308 Rb2Mo3SO13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753595 K2RbPrV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759239 CsBi(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755934 Na6V2As(CO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1224080 KNi2H3(SeO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-146 Li3Al2FeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-28331 LiMnSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1265992 TbSbMo2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-31908 Ba3Ta2MnO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-2085 KNbWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753899 LiNiPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18050 Li2VPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-689943 Na5Co2As(CO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557449 CaMnB2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765981 CrAgO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-752510 CaVO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-752934 Li2TiCr2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757216 Li2VO2F3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1181150 VHO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211126 Ni17(AsO4)12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753501 LiVTe(WO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849420 Li5Nb2V3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771145 YVO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1244599 Li5V(SiO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754633 CrHSe3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558570 LaCu(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1078906 Na5Tb(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770967 K4BaV6O18 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1202658 Mn2CrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-850395 Li2MnSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1216116 Sr6Fe2Ru2O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756331 RbFeO2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1228244 CrO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175514 Li2NiSnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-867587 CoBi6(SO8)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849419 LiNiPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558344 Li2FeBO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1214976 Mg2MnWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-14376 Ba2CoSi2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1263960 Li2MnNi3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-762454 Li9Mn22O48 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-704637 LiV(OF)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-530336 LiEu(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760296 Ca2Mo2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-542789 LiNbTe2WO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1286807 LiVF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558000 Li2CrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17729 NaLiV2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1248625 BaYbCo4O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-972384 Li2VCr3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756121 NdTl(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1099591 K4Mg(MoO4)3 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-777892 V3(O2F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209982 CsY(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-735488 CoPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1036955 NaMg3Al(MoO4)5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-735578 V12Ag5O32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1202300 LiFePO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1037305 V2Hg2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209157 SmTl(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19166 Li2MnFe(BO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-12280 Mn2FeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-779358 CaVBiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555540 K3FePCO7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1226157 MgV2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561210 FeSnO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1101210 LiCrSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227859 HoCoC6(N3O2)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-761281 LiMn(CO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1208680 MnCo3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177422 Li2TiCoO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1191386 Sr10Mg2Fe3(MoO6)5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1102363 Sr7CaTi3Mn5O20 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554901 Fe2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221356 CoH7C3NO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-505405 Li4Fe2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-560154 Ca2Pr4(Mo2O7)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-28783 Co3OF5 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1273059 Li2VO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754763 LiFeP4O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752847 Li3MnFe2(BO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-779064 TlFe(SO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1203751 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757873 LiMn2O2F3 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-756333 Li2MnCoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-778673 Y4V6O21 Prediction: 2 Actual: tensor([2], device='cuda:0') 
