mp-777279 U(MoO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1101189 Fe4OF7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-767576 Li3Fe8(BO3)8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18248 Li2CrO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1100952 CsCrCuF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752792 Mn2ZnO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1219794 FeOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756604 V3O7F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1198790 LiMnPH2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175889 Li2MnCr2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17194 LaCoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-27624 Na3MnO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198067 LiMn(CO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1171437 CoO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776077 TlV3(SeO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753489 RbSm(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176405 Sm2Hf2(MoO4)7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1188497 Li3Fe4(BO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759592 Li4MnCo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1294618 LiCoPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754932 Sr2CoSbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218597 ThV2SeO9 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-774906 Li3Ni2(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557093 LiV2OF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-584637 MnCO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-19097 Li3Fe2(SiO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1195998 ErCu(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755668 Ba6Mn5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1253903 Mn2C7S2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-19052 Li2FeSn(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221959 MgFe2O3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1208718 Sr4Mn3BO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849377 NbVO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209837 LiCr(PO3)4 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-755571 Ag2Mo(I2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1113468 LaPrMn2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757672 Ca4ZnCo(Si2O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1225529 Li7Mn4CoO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214059 VF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1220965 Nd4(WO5)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1219299 MgMnF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754642 TlV3O8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-18844 Mg14MnCuO16 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-780707 BaCo2P2H2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758679 CsEr(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1664575 Li7Mn(OF)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1180042 Li3Co3TeO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-7372 Y2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559185 LiTiVO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755520 BaLu2NiO5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-18925 K6U2Mo4O21 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-19287 NaFePO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774454 LiSi2NiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-16909 LiV(PO4)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-699555 Cr2C13SN3(O2F)5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174868 Li2TeMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195152 Th(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754866 K2RbYV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227706 LiMn(PO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-779073 Li4MnCo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768672 SmVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770563 Cr4OF11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777878 K2MoC2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780676 Li2MgMn3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20547 Li4Ti3Nb3Cr2O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1316468 LiVSiO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-21880 Li4MnCo2NiO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-10494 SrLaTaMnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-779064 Te6Mo(OF5)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776275 Mg2MnWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-16882 MgV2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554474 SrLaVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849418 Rb2Mo3SO13 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1302039 Li6Ti3Fe(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-779341 FeHO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752774 CaLa2MnO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1177798 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-647 KLiMnO2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-556927 CuMo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1105735 Ni(HO)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-556157 NbFeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557087 RbY(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223138 LiNiPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26089 Zn4(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18137 Ca2MgV10(H8O11)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198352 MnP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770852 Mg11Mn2O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1567270 AlCr3O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1188117 La2CoO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1182683 Ca2ZnFe(SiO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-640883 Li2MnOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1290831 Li3MnP2HO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174346 K2MnH2OF5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1282494 Li5MnOF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18487 SrMoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754819 K3V(SO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211921 LiFePO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764063 Li2Fe(Si2O5)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756083 Li6Co11(OF12)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-560164 MnSeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-541775 EuFeO3 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1203773 YbCr2O2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25458 K2LiMnPCO7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-761074 V2Se2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-550468 V2Bi8O17 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218724 Cs2SrV4O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-15843 Cr2PO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-542693 Li4MnV3(P2O7)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209123 Li5Mn4(P2O7)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760320 CsLu(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1080243 U2Co3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776544 Si3(MoO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560976 Li3Fe(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19400 Rb2MnH2OF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1212946 SrZnCo(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756204 Li3MnFeCo(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176968 Li2FeGeO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-770625 LiMnP2HO7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-558917 Li4CoO3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559178 Sr3LaTi2Mn2O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1639333 CoBiO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1105091 Mn(CO)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-863300 LiMn2(SO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175090 Bi7Mo2(AsO8)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1212348 Ca4Mn2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173622 MnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1062643 CrH6CN3ClO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558000 Mn6AgP7O24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175225 Cr2HgN2Cl2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-551760 CoSbO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175809 Li(CoO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1212977 Li7Fe4(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772673 V2Bi4O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19340 LiMnPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776638 Li4Mn2NbNi3(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210051 BaSrNiWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1226781 Sr3TaCoO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210092 Ca3V2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-532050 Cr6Cd(CuO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867660 BaLaTiCrO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-505285 Li2MnFe(BO3)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-760954 Li2Fe(SiO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-972384 LiMn2Si2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-691106 CaV4(AgO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1638873 CaMnO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-850196 V2PH10C2N2O8F Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1197761 Li4Mn3TeO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-8387 Li2Mn2Si4O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1302314 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1293023 MnCO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214393 Li11V6O5F19 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227173 Al2NiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559510 Ho2MoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744463 Na4Th(WO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194158 Sm2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25403 CaCrO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-756082 AlVO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753609 FeH2SO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-561778 Li2CrP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-510763 K8Li13(FeO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222664 Li4Mn2Ni3Sn3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753333 SrLa3Mn4O12 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-755695 Sr5Ca3MnFe7O20 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-704114 Li11Co12(PO4)12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849403 LiFe4P7O24 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-541512 Mg(FeO2)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1147749 LiMo4P7O24 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-760189 CsUV3O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1273854 RbV(IO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765561 Sr2TaMnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765981 Li4MnCo2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-1357 Na3Li3Mn2P2(CO7)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-764991 LiMn2O2F3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1217614 Cs4Rb2Fe2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-684724 Ba2MnMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756025 Na3FeAsCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211677 KV3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761177 Ba3V4(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18732 K2V4Zn5O20 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755536 Cr(PO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760237 VP2(NO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849625 LaFe4(CuO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753672 Li2FeSnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764405 AlCoO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209701 CsCoH18N6(ClO2)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-28262 Li2MnOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-622621 AgMo2P3O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753142 CdMoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1238771 LiMnP(H6O5)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-754728 VPO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775776 ScCrO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754471 NaV3P2O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560736 Th(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756303 Ba3Dy2WO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761092 NaFe2P2HO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1302334 LiMnV(P2O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18740 Fe2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-553895 La7Nb3(W2O15)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-31378 Mn2As2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-743574 Li6MnCoP2(CO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-20090 Ti3Fe9O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756947 TiCrSO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19482 RbVPHO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1203753 CoBC8(OF2)5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754934 Cd(CoO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25203 MnBiAsO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776611 LiCo2OF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-562561 Mo(CO)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772945 Sr3LaV3O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1314584 Li9Cr3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770887 VHO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178024 FeWClO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18949 KV(IO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1217927 LiFe2P3O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227801 Sr2FeWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228766 V2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756254 Na4Co2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760003 LiMnNbO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558484 ScV(SeO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1216042 ScMn(BiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208910 Fe(PO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213660 LiMnV(P2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174838 VXe2F17 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208042 Na3VS3O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758537 NdCu(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765415 Li2Mn(SeO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755327 Pr3VGeO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1113958 Ti(CoO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-762840 LiVF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1202200 K2LiVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-625576 Na3MnBAsO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1217380 Cs2Mo4O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757988 Nd2WO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761322 Li2Cr2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-17545 NaNiAsO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760326 Mn4O7F Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-20569 KBaV3Cd2O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759353 RbLu(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1275133 MnHO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772428 FeHO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766048 K3VO8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-562548 Li5Ti6FeO16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214884 CoSbO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753584 Li4V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-572487 Tm2Mo4O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752907 Li2Fe3(P2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867697 VOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1229147 Pr2(MoO4)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1218243 LaSbMo2O9 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-556289 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222209 KCo(CO)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1217104 Co6O7F5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177066 Lu2Mo4O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752971 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755418 LiMn2Cu(RuO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554275 CsTb(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218326 Mo3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780803 Ba2V2CuClO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176494 Rb4Mo5(PO11)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209431 Li4Mn3(OF3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-10190 Sm3VGeO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1202316 CsCo(CO)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753902 MnSi(OF)6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-756267 MnH4(ClO)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-704637 FeO Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777780 CoH4S(NO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774401 Mo(HO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18057 K3NaCr2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227118 CaFe3O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774921 Li3V4O11F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754463 Li2Mn2SnO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-752697 CaNiO2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1175783 YCu(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753014 LiMn2F7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1290671 CsMoP2HO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559825 V2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1192676 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1191127 Li2MnGeO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-11581 SrLaMnO4F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-532666 MoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756248 LiVSiO5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1281144 CsThMo2ClO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-694964 Na2Mo(H2O3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1272524 LiNiPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-22822 SrV4(AgO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559589 Ba3Nb2CoO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1247667 LiVF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194207 Li2Mn(SiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199237 Li2Mn(Si2O5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-542666 Li7Mn2(CoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-697769 VIn(TeO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775412 NaCo2H3(SO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-891956 LiMoAsO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754573 Li3VOF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760276 NaNd(MoO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1078132 Li2FeSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554492 Sr2YFe3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1113962 Fe4O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761233 Na3Ni2SbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209249 KBaVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554101 LiNiPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1297951 Mn(HO)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19379 ScTl(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228527 NaMnO2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-758173 Ba2V2ZnO8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1204228 Li12VNi3P4(CO7)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1205048 Li6Mn5Fe(BO3)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19189 LiNiPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19406 LiTiFeO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-558051 Li3Cr2(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228762 Mo2PbSe2O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1195555 RbLaMnWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
