mp-765498 Na3NiBSO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1650411 Li2MnVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556633 NaLi2V3O9 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1037086 Li2Fe2Si8O19 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1071505 LiFeO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780712 MoPNCl6O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754615 Na2MgCrF7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-20143 Ti3Fe2Sn(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756894 Tl2Mo3SeO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1306735 Li2U(WO5)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1199688 V2Cd(PO7)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1221201 LiFePO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218686 Mn2Fe3(SiO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1315323 Li2FePO4F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759520 NaNiPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557603 Li7Mn4(P2O7)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213137 Ti8Fe35O64 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222163 TbWClO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-22820 LiVPO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208589 RbPr(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1569015 KMnO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1183871 CrSnSbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753740 MgTi3Pb5WO15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1193927 LiV(PO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757842 AlFeO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780114 Tm6WO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-647812 Bi14MoO24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19039 CdMoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22805 LiV(PO4)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-757606 Li2Co3SbO8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-641097 Na6Mn2C4SO16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771882 Na3CoAsCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-735531 VOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-541578 TiMn(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175704 V2Zn2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775177 Hf3NiF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1183719 Li4Ti3Co3(NiO8)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1180983 NaCaAlFe(SiO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-648992 K2NaMnF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208115 Ba2ZnCuNi2F14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849749 LiMnP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18890 Cs2Mo2O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780672 FeSnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176659 LiV(OF)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1274308 Ho2Hf2(MoO4)7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556925 Mn5Cr4O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223384 Li2NiP3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1568591 Ba5V3ClO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1182695 HoAg(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211349 Mn3OF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778744 Li7Mn5O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554548 LiCoPO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199663 Zn(FeO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754539 Mo6H10N2Cl14O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1180870 BaMg(CoO2)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775200 Na9Sc(MoO4)6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-557310 Cs3Li2Al(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758480 ZnCrO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-763610 Li2VF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1208009 LiMnBO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19270 Ba3Y2MoO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209599 Ba5V4(ClO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555687 NaV3P2O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26089 Sr3Sm(FeO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176549 Li2Cr2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557676 Li3MnAsCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1217886 LiNiPO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-758472 CrRhO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757406 Mn12O5F19 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1193859 NdMoBrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223694 ZnNiO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770890 Na3VPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753361 Ca5MnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1180190 Li7Cr3Co(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556249 LiV(CO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201529 Tm2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-16283 ZnCoO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-763347 Li2Cr2H4O9 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-27479 LiMn2(BO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228358 Li4Mn3(BO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-13999 K2MoC2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1224080 Li7Mn2(CoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211463 NdVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556220 Mn3SnO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555869 Li2V(SO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1277084 Sr2Li4MnS3O2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25393 Li2MnV4CoO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755283 Cs4U3Mo3O20 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211656 Li4Nb3Cr5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756763 CsY(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1106049 CoO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-705134 LiVF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227662 CoBi(CO)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772728 Na2NiO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753253 Mn3Cr3(SnO8)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177314 Ca3Co2(Si2O7)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-756004 Li5V6(CuO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199647 MnC4BrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-938 Ba6Fe3Si8C2(ClO10)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1244526 ZnCoTe3O8 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1227933 LiV(SiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756711 Li5Mn5O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773018 Sr8Fe4Co4O23 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18932 LiVF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-581225 Fe3Ni2Te(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560311 BaMo2(PO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758665 Li2CrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754497 CoH8(ClO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849733 LiNbVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26231 Li2VO2F Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-760022 YbVO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195289 Mn(ReO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777824 Li3Cr(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175917 KBa2V2ClO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-24620 Ce2Mn(SeO)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208266 Li3VO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-562894 Mn2P2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-6834 Sr2Co(ClO)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-23094 Li7Fe4(P2O7)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-23968 LiMnOF2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176413 TaCrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759438 V2SiO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1204866 LiCr2(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-553877 NaV2(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-8329 Na2Cr4O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1661813 Tl2Fe2(SO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1653852 Cs2MgCr2(H6O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-997159 NiB4O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759563 CrP2Pb5O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558445 MgMoH2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199739 KNi2H3(SeO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1204598 CrHg3O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-767447 BaSrMn2O6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1262698 CoH14N5O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19376 Li5Nb2V3O10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1200758 VP2NCl10O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-12611 CrSbO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560330 VOF2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756254 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-14396 Li7Mn3(WO8)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752694 Ni2BiB(PO5)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1215685 V6O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218247 Li2Cr2H4O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-505402 CaVBiO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174119 La7Nb3(W2O15)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-32244 CrBi8O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228303 KMoPO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757121 VH10N2(OF2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228249 Cr(PO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774871 FeHO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744002 SrTlVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556730 Li17Fe4(CO3)16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757374 KSm(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214642 CoTe(PbO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-2263 Mo2P2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1181413 LiVTe2WO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554354 Mn(RhO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1214728 VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1185179 K2ZnCr4(HO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1225856 CsPr(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177850 Cd3Co2H44Br12(N3O)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18814 Sm2CoRuO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1196795 V2Te2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1190839 MnNiP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218326 VPO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1226430 MnAgO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-698046 Li2TiMn3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19083 Sr2TiMnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1225864 Ba3In2MoO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-12822 Li2VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-504196 K2Na4Fe2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174725 Ba2ZnMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210573 CsLiCrO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-765988 MgFe2O3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1290671 SmMoBrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-705013 KLiMoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-698001 LiNi2O3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-644003 NaLi2FePCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-744439 SrLaVFeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1180876 K4Mo2H6S2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26462 Li7Mn2(CoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173149 V2Se3O11 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-776615 Na2NiO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752913 YCu3(WO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-773516 CaNdCrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757110 Li3VCrP2(HO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753143 FeSi2C4(Cl3O2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772586 Yb2Mn3Sb3O14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1217362 Li4MnCo2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18251 Li3CoO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754570 Co2H22C(N2O3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-626751 Mo3(HO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765742 K2NiC4(SO)4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-19894 Ba3Dy2MoO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1201553 Na5Ni2P2(CO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-560630 NbVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-549767 Li2V2F7 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-1282937 Na3CrAsCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1101655 FeSb4C6(O3F11)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221950 Ca2Ta2FeO8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-25264 Sb(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1575885 V2O3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1222066 Ho2(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-505271 Li2VO3F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-744776 Mn3TeP2Pb3O14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-21437 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1002572 KMnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-746681 LiFeSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765342 HoMoO4F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-541075 YAg(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555748 TaNb3V4O20 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755501 Li2CeSm(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1105546 VO2F Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-554381 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754221 Ca2CrFeO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-778872 Cs2SrV4O12 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-767791 Ta9V2O25 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227324 BaSr4(FeO3)5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-4934 La2Fe2S2O3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1078473 MnCO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756503 Ca2MnReO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-759813 Al2NiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1036641 CaCrH2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774332 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213869 SrCaTiMnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-651106 Li2FeP2HO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19374 BaNiO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-560864 KTb(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774659 V2Bi4O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765411 CoGeO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1100588 VHgO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-510562 NiCO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1215039 LiFeSbO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1214146 CoBC8(OF2)5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759328 ErMoBrO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1210021 TbWBrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556586 K3VO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17458 Ba2YV2F11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1100615 Fe3NiF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198721 VPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758494 ZnCrF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199882 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756740 Li3Mn7O16 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1191871 MoF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-625246 BaNb2V2O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1099606 MoPCl8O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-688785 Li2Fe(SiO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-631350 LiMn2P3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1571054 LiSm(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759067 Li2V(OF)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752702 MnZn4O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756947 V3Zn7H3SO19 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1315819 Li5Mn(CoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227081 CaThV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208038 NaCr4O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1215842 ZnFe8Co3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1212394 CeVO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26197 CaMg30MnO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775103 ScTl(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555776 LaVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-625679 La2Mn2Se2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18883 FeOF Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753796 CoPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-720713 NaMg3Al(MoO4)5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-735701 CrCdO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768898 LiMn2(SO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-12566 RbV(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-7845 Li2Mn(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221598 MgV5H20NO22 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19760 Li4Mn5Sb3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761780 BaMnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-694856 MgMo2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1180149 Li3LaNiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19660 NaMnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209985 TiCrSO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-486 LiMnBO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1079362 Mn3P2O15 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-19079 MgV2O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25544 KTb(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-762265 Li2Mn5(Si2O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1076384 Li9Mn7O16 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-776152 Li4Fe7(OF7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1237274 ZnNi2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-5772 Ba3Ta2MnO9 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-775022 LiFeOF Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772906 K2Cr2HgCl2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-850881 Li4Ti3Mn3(SbO8)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209807 CoPH3O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754656 KCe2FeO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-760112 V4CrFe3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26212 LiTm(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752618 VAsO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557843 LiCr(SiO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194619 Na2TmPWO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757152 Na3Co(BO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1272384 LaBMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19770 Na2Mn(SO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-744580 Ho2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-303 Li8ScFe7(SiO3)16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-779070 KMn6P7O24 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1003322 Sr5V3BrO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-705034 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177950 LiV(PO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1176933 K2MnH4(Cl2O)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1078668 Li2MnOF3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1084762 Ba5V3HO13 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-13310 SrCa3Mn4O10 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1175286 Ga2(WO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777414 Co6C13(SeO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1572588 Rb2Th(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776017 Li8Bi2(MoO4)7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-972384 KMnIO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
