mp-1203622 K2RbLaV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759491 K3VH2(CO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756834 LiCr2(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18041 VP2NCl10O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213231 Li2FeO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558344 SmMoBrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780728 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849362 Mn(IO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1193134 CoH12CN4ClO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1292614 VF5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-18835 BaLu2NiO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-777351 Li2TiNiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753696 SrU(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772586 LiMg30CoO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756077 Na2VO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754887 Sr2MnGaO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559851 Ho2CrSbO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1208061 K3NaCr2O8 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-780331 Ga7(Fe3O8)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1182362 Ba3NdV3O12 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-759492 Cr2TeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1570351 Na3V(H14O11)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1206530 Sr5V3HO13 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1221856 LiTb(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19378 Li2NiP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753096 Li2TiCoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-16864 V2C12(NF3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1195400 Ca3Si3(NiO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209266 LiV(TeO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-704731 MnAl(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753433 Li5Co3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1263073 K4Li7Mn2O8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-695069 Na3V3Cr2O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1191333 CoPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221877 Li2Fe2Si2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1283030 VBO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757449 KNa2FeF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1306461 VH10SNO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772396 La7Nb3(W2O15)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765219 Tb2(WO4)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1080742 Ni(NO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1258028 LiCrO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1286995 Na2Ni(SO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752631 Li3TiNi3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1171226 Ti3Bi6WO18 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26430 V3OF7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-10537 Ba3MgV4O14 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-26071 K2CrO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-13960 CsV3(SeO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754904 LiMnF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756356 Mg(CoO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757803 TmAg(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221970 Na3VBPO7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-757948 Mn(PO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1310170 Ca2FeRhO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-972384 K4Ni(NO2)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757988 Ca2CoSi2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213310 KNbWO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774776 Na4VHO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-13592 Li2VSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-5120 Ni2Hg2OF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1101535 Li2VO2F Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1003402 Y2Co2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759708 YCu(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227825 Li2AlCoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555338 ThV4O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18732 GaFe2BO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555302 MoH12C4S2(BrO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194191 MoO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19449 RbV3Cd3O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560628 VOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559279 LiNiPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1298313 VO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26049 LiVSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176277 LiNiO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1100601 Sr3La5Mn8O24 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228911 Cr2O3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-781683 AlTl(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754330 Rb2NiO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-10447 Na3CrBAsO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557276 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753489 Li5Co3O8 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1222368 La2MoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557086 Li2CrO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755319 Li2CoSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19001 Y2Mn(Si3O7)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176882 Ba3V4ZnO14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744600 KMnSn3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753135 Li3Ti(CoO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754284 AgMo4H22C8(NO5)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-683652 Mn2InC10IO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554485 Ba2LaV3O11 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1174598 Sr4CaCr2(SO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753488 Cs3NiF7 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mvc-7386 Li6CrCoP2(CO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174240 LiFe2F5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1100823 Li2NiP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774421 Li2CrO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555506 KSrVO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1219781 Mg2CoWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201033 Y4ZrMn5O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218693 Mg2Mn(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1078783 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1296375 VF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850876 Li3Si2(NiO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1188508 NaNb7V2O14 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1176421 CoAuO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19497 Li4Nb2V3Ni3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209247 MgFe(GeO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1104788 LiMnSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227714 Li3Mn3O3F5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218366 Li3V8ZnO16 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-755590 Li4Mn2Nb3Fe3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-700033 MnAs2S2(OF3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774936 BaMg30NiO32 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-19189 RbMnVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-15457 MoO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753212 Fe6O5F7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-779062 Pr2W2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768093 Rb6U2Mo4O21 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765337 Li5Co7O3F13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753584 Sr3Fe2(ClO2)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1218348 Cs2MnV2(ClO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19436 MgVBiO5 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-504509 CaMn2O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195001 Li2V3CoO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752824 K2Sc2Mo(PO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1275120 LiMnPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1278576 Cs5Bi(MoO4)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1177472 MgTi2MnO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1214121 Ba3Fe2Cl2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1157256 BaCo2(AsO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-584637 Li5Mn2CoO8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-752892 LiNiPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554839 KUVO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176459 Li2MnF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195392 Li6Fe(SiO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-29173 Cr3B7IO13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849998 Na6CoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558517 LiFePH2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770893 YCu(WO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-555154 Mg5Mn3Zn4(SiO6)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1192153 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175581 RbNa2CoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19295 ErCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559589 Ti2MnZnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1101319 Ca4Al6CrO16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1178498 Ca4Al6MoO16 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-15525 LiMn2(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-616215 Li6MnO4F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-777904 Cr2(Hg2O3)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-20659 Ba2YFe3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175835 K2Cr2AsHO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1229068 Mg2Ta2MnO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174200 LiFePO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26045 LiFeOF2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776661 V2Pb2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-9062 K2MnP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1310718 Li2FeO2F Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-755285 K2FeP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780098 ZnFe4O9 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-675580 Li3Co2(SiO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1249045 Li5Fe11O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1178212 Ca2Ta2MnO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753463 MgCo4O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1200069 SmCu(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-5828 Li6MnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1095280 CsV2S2O Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756421 Re2NiO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754438 LiLa(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-504579 Li8Ni(O2F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757804 V2P2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752900 NaNiBO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211563 Ca8Ti3Mn5O23 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-546843 DyMoClO4 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-630866 LiMnSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198721 Cs2ZrMn(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849432 Ba3Nd3Co6O17 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-23642 FeHO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26402 LiVWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756482 KMgV5(H8O11)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754255 MgTi2NiO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211767 Mn3(OF2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1308326 CrCoH15N5ClO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-572886 Sm3BWO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753382 Sr2NiWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19084 NaCaMgCr(SiO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-23123 CaBiMoO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19476 Cu2WO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558070 LaFeWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1238416 Li3Mo3P3O17 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755171 Ho2(WO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757854 Fe3O5F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756125 ZrMoWO8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1179431 Li2Ti3NiO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213137 Ho2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208742 Li3Ti2VO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1217176 Yb2WN2O3 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1262173 Li3V(TeO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1200083 Li2V(OF)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744188 Li3Fe(OF)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26562 Li9Co7O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-546 ErCu(MoO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1209248 LiNiPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1104938 Al2FeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-14215 K6U5V2O23 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1273212 Ni3P3O11 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-752510 LiNd(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776440 MgCrO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-561048 Pr2B2MoO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-542292 PrTl(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-550454 NaCoPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752722 Na2Co5Mo4(ClO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771843 DyYMn2O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753396 NiSn2H12(OF)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753377 Li2FePO4F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-14381 VInO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18996 CoHO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19277 Li4Mn5(Fe2O9)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-757934 NbFeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1275686 LaMnZnFeO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-753080 Ba2MnMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760228 Na2Mn(SO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867960 LiTiCrO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-505307 NaLi5Fe2P2(CO7)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1219801 LiFeP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1112308 LiNiPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753761 Li5MnO3F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758586 CrH6SO7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1221264 Ti2Mn3Fe3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-505097 TbTl(MoO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-755788 Li24TiCr11O36 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19120 Li4Co5SbO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-600211 Li3Cr(CoO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849573 CoO Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-755811 Li2Cr(H2O3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-540969 Zn2TeMoO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1568164 Rb2V2Si8O21 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176073 FeSbO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19000 BaMoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26610 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228643 LiAlCoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753454 LiMn2(CO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-21860 Na2MoSeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-769928 AlCr4(CuO4)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1201779 Zn2NiWO6 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-761250 VAg(HO2)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-759163 CrF5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-758349 MoW11O36 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1036211 Li2VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-541910 Sr2FeBrO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25845 V2Cd(PO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-697221 CsNpMoO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-39412 CaNi(GeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754491 LiFePO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849320 Cs2VS5O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-655 Ni(HO)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19281 Fe2Pb3F12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756328 MgCr(SiO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-30194 RbLiMn3O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199585 Cd(CoO2)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-758543 Sr2Mn2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-768391 Li4Ni5BiO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754642 MnSn(PO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1177902 VFe3(CuO2)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780526 Mn7P6(HO6)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-6405 Na2FePCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17006 Li2MnO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-3015 NaVF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757681 Li2VCo3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213379 MnTe(PbO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755709 Na2VOF4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1218467 CrBi8O15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-22805 Co3TeO8 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-35925 Tb2Mo4O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780670 Nd7V2BO17 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210849 Zr(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1285900 LuFe4(CuO4)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-562364 Co(HO)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557310 Li4MnO2F3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1226049 TiV2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176078 Sr4NbCoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-778833 LiCoP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25455 ZnCr(GeO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-37614 Li3VP2HO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753281 La2MgMnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-766408 Cr(ClO)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-761102 LiMnNbO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-623924 K2Co(SeO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209244 TiCrSO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758702 RbLiMoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756566 FeHO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759969 V4Ni2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554990 V2OF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850978 MgCo2(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780148 MoH4C(NO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758949 CsPr(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773085 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1196616 Ba2Fe4Bi2O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-34569 SrMn2BiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1095252 Li5CoOF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1229040 CaFeO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756613 Ba2TiMn2Si2PO13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1180870 Li3VO3F2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-542210 NaMo6O17 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-631621 Cr2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753997 MnVAgO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-762643 FeOF Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177967 V2O3F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-22371 Sr5(CoO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218163 Cr2H28C10N6O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755842 KSc(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-504722 TiNiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776967 La12Ga23MoO56 Prediction: 2 Actual: tensor([2], device='cuda:0') 
