mp-18160 Li2Mn(Si2O5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-779787 Co2PClO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19178 CsMnCrF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766085 Li3CoPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-767791 Cs2NiO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1147669 Li2CoSiO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-770969 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19085 Li2MnPO4F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211916 Li3TiV2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-7740 Li2TiCr3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766984 VFe(P2O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1275124 CaThV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175262 NaFeO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227327 Sr2MnWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19466 SrNiO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17450 CoHO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173883 Li5Cu2Ni3O10 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1175997 NiB4O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-29472 K3V5Te4(HO3)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765999 Sr4MgTiFe2(AsO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559435 Na3MnO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-768477 Nb2FeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1202481 ZnFe(GeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18831 Li2TiCr3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-29189 LiMo(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19590 CaCo(SiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753203 TaZn2CoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756707 Na5Li3V8O24 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765973 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-551403 Ca2Fe2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194849 Fe(PO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556586 VOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765637 Dy2Hf2(MoO4)7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554705 MgMn2Zn2O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764224 Cs2MgCr2(H6O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759934 LiNiPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-619545 LiMn2O2F3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1105721 Nd3VGeO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-6768 YV(SeO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1272303 RbLu(MoO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-765310 CaNdMn2O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19450 Tm2NiRuO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757121 LiCoPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775699 Nb2NiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765343 KMg30CoO32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753464 CrH17N4Cl2O3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754330 V6O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-22938 CrHg3O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-5120 V3O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1216514 K2RbYV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-697501 TbWBrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221069 KLiLu2(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-530336 Li2Fe(PO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1571007 SiMo12H24C6N3O40 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-18951 LiCoAsO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-642975 MnWO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-690493 Sr5Cr3O12F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-572452 K2Mo3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-687091 Na3V5O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1220913 LiCo3(OF3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-10467 LiVSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221398 NaFe(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771611 Na3MoNO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199642 Mn2FeP2O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-3728 Li2V(Si2O5)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18968 CoH5SeClO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-22330 CoH12CN5O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780672 Mn4OF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-743873 LiVF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209392 K2ZnCr4(HO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-763610 Fe4O7F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1192576 Sr2NiTeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775564 LiMg4Al(MoO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-22208 La2MgMnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1100992 FeH4S2NO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-10908 Li12Fe3NiP4(CO7)4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-754639 MnO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759785 V2HgO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211000 NaMnO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754958 Li7Mn2(CoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-561538 BeCr2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-35236 Li9Co7O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-549058 RbCrClO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-618807 TmMoBrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-684996 Li32Ti11Cr5O48 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755986 Li2NbCr3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222932 Er2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-23064 NaVH2I2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1278230 Cs2FeF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1186878 Be(CoO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777412 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-608016 LiMnPO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-753586 CaV2(BiO5)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1203404 Na2YbPWO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759296 Ba2FeWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-976868 NiH44C12N8(ClO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1036615 FeHO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1312705 Ba4Nb2WO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-541918 VFeP2(O4F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26832 NaMn16O32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-863417 Fe4Co(BiO3)5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218895 Mn3FeNi2(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218775 Co(AsO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209549 CoSb2S2(OF3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770691 Na2VOF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1101465 Cd4NiH20(ClO)10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1238773 LiMnP2(HO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223402 LiFe(SiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1568793 BaMn2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-2968 MoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18784 Li2FeSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764163 KSm(WO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-757052 Li3Mn(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174732 Ba2YMn3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214986 Li4MnO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555784 Li4Ti3Mn3Nb2O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773085 VO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755235 LiVO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773184 KFeH2S2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-744534 Mg2MnWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554548 Sm2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756584 Si3(MoO6)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1177945 Li2MnFe(PO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1224080 Na2Li(NiO2)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561060 K2MnH4(Cl2O)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1274793 Li5V4O8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1211677 Li4VO4F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774457 Li3V3P8O29 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-752825 Ba3Ho2MoO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1104227 Li2MnO2F Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1210051 NaCr2In(H2O5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213681 Mn2ZnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-762897 Mo3NO9 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-631621 Cr2CoH20N6ClO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20921 V2PH10C2N2O8F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1201214 CsTb(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561093 Ca2Mo2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757232 Li4V2Co3Ni3O16 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-11633 Li2Ti3NiO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198984 Na6MnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-15457 Na3VH11IO13 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-19039 Li2TiCoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561541 Li2NbCo3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753300 LiCo2(PO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1228244 Pr2MoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1197807 HoCoC6(N3O2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1265277 Li4V3CrO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757409 Dy2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774250 LiNiPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1112565 Li3MnAl2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756077 Mn5O3F5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-704406 Li3AlNiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18761 CaLuMn2O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1202404 Ca10V6O25 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-755390 Fe3P2H3O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765149 CoOF Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780400 Ca(MoO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761285 Na2Mn3O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-22417 Mn3VSb2(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-549671 VBi(PbO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-504196 Mn7P6(HO6)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1280692 Li4Mn(OF)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850427 LiMnPH2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19363 Sr5V3BrO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-7383 RbLiNd2(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557349 K2Cr2AsHO10 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1662022 Sr2MgMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1178498 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177474 ZnCoO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1309950 V2NiP2H6O13 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1214566 Sr4Al6MoO16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1204461 V3MoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778756 NdWNO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849771 KNiH9(CO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-510408 VH4N(OF2)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-26600 Na5Lu(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20143 K2Mn2Zn4Si4O15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1205825 LiNbTe2WO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849756 NbVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849407 LiNiPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1012835 NaFeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25395 Rb3HoV2O8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1228250 SrLa4Cr5O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-15892 Ca2YAs(WO6)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-531078 CsLi7(NiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221455 Bi6Mo2O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1094123 Ca3V2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777778 RbNaMo3O10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756604 Fe4SiO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-561754 K6U5V2O23 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760393 MnHC3O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176742 Li4Fe3Cu3(WO8)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556937 CrSO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556966 Li3Co(NO2)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19156 K2MnV2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18914 Co2PO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1200592 Li2CrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198275 Cr2CuO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754491 Mo(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774680 K2Sc2P2WO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176570 Li6MnV3(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198857 V2Te2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757163 K3NaCr2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19412 VF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754284 Mg3MnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177077 Li24Mn7Cr5O36 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174157 BaV2H2Se2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19417 MoF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1295199 Fe2BO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-753481 Li3Mn2(SiO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1274308 Ni(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25394 NdV2O2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753206 Sr4MoN4O Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756174 Rb2LiCoF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1104967 CrO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1037038 CaCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753703 Na5Nd(WO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756057 Li10Mn2Fe3Ni3O16 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1310460 LiVP4O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-6001 MgMoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1203773 Li7Mn2(CoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772415 LiCoSnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755166 Mn2InC10IO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195912 LiCoPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1661598 LiTi2V3O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775022 Fe5O7F3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-38131 FeO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1101210 CsHo(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176658 V2Bi24O41 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1178850 VAgO3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1229243 Li3Mn(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19292 Li5V4O12F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1208998 Li2Co3TeO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-14748 LiV6O7F5 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1216762 Na6Mo11O36 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556889 Na3V3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1229016 Fe3C10SO10 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-757564 CaCr2O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1205190 Ba3MnNb2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201834 LiCrSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559445 TbSbMo2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760004 Li(Fe2O3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777640 LaMgFeWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1196363 NaFePO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1178549 Mn2Fe3Cu(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1193226 Y2Cr3O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554745 Li2Fe(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744188 Li4MnFe3(BO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218882 UAg2(WO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211273 CsLiMnP3HO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-706239 Ba2MnMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757721 RbFeP2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-849592 CoPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1641016 VH2SeO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1262777 Rb5FeO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-752694 FePO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770659 Mn2InSbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560015 MgTi2Pb4WO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1277038 NaBi(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1200387 NiBiPO5 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-771145 V2Pb14Cl4O17 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-541775 Ho2WO6 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-764857 LiVCoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776063 La2Ti2CrO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776750 Li2Fe(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-27479 VH16C4(NO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1200945 Mn2Ni(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559240 LiNiPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-690540 Ba5Lu8Ni4O21 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209599 CoH4SeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-672012 Li2MnCuO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757714 Li3V(TeO3)4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-849432 CrNi(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1570791 Mn(CO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1101699 Li3CoO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-510421 LiNi(PO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201686 Sr2MnCu2(SO)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1095337 Na2U2MnH8(C3O7)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1075973 NiPb2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559609 KCo2H3(SeO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211965 Li2V3FeO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198581 SrLaTaNiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1207219 Li7Mn4CoO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209701 Li2MnV3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1195119 NaZnMoHO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218148 SrCaMn2O6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-756582 Li2VO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-690560 MoO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780702 Rb8Zr(MoO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209133 Li2VP4(H2O3)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1197764 CoH2(CO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1295905 Zn(CoO2)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1178212 Li5Mn(CoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-642792 CsNpMoO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-690607 Li2FeO2F Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-505405 V2Si2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1199647 Li5FeOF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867734 NaFeO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776347 ZnTeMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849279 Rb3Mo4(P2O11)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1078906 Er2(WO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1178121 MgCoH16(ClO2)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555607 Na2CoP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177943 YAg(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-622183 ZnMo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765593 Nd2MoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-624691 VCo3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19447 Na3Ni2P2(CO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175056 Li7Mn(O2F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753537 LiCoPO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1203751 CrCuO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177858 VF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
