mp-753049 Co2(PO3)5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-30539 Ba3Y2MoO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754122 Li6Mn15O32 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227721 NbVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1202511 Mn3Nb6O11 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1209431 Li4Ti2V3Cr3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776557 Li3Cr2(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-505405 CaMg14MnO16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1274694 Li2MoO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1228131 LiScVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774784 CaCo2(P2O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218688 BaNiF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18997 Li4Fe5Ni(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757452 Li2TiNiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850021 Li2Co(PO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754450 Li3CrFe3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25288 LiVPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178874 Li4Mn3O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560426 LiMoPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756536 LiCo(CO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-24624 Li4V3P8O29 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-559155 TbCu(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18041 NaV24O58 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554617 Mn(RhO2)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mvc-3989 LiFe(PO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1279252 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223721 CoO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-767775 LiFeF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560869 Li3NiPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174459 Sr2LaCoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-779051 CrAgO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773572 KCoH6(N3O4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744930 Li2Fe(PO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174956 ZrCoO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-867555 LaV2BiO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1105091 Co2BO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-867558 Li3V(OF)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770349 KSm(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-779898 Na6Ni2As(CO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757268 Cd4MoW3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-23637 Mn13Cr3O32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174346 MoO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1174345 LiMnSbO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222435 Li7Ni(O2F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758521 VF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1199843 LiVFeP2(HO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19092 Li5V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770386 Li2Mn4O5F3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-634381 YMoClO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766660 Li2Mn3CoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754748 MgCoP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755562 Li5Mn2CoO8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1101164 VZnF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-698793 Al2CoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1282740 LiVCO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1013849 V2Sn4H24C8O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-2378 Mg2TaMnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1645329 NaMnO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1212769 ZnCoP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559331 Na2ErMoPO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773176 LiFePO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-763933 LiV(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756775 Li2MoO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556401 Li4MnCo2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-650518 V2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-838 Cr(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770530 Ba2AlTlNi2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774676 La3Mo4O16F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-542168 Ca2NiWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1207659 Cr2AgBiO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1661570 La2TiMnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177898 TbCu(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555263 Li2VGeO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754915 Li3Mn2OF5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-744458 Li4V2Si(PO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-778997 MoWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559672 GaCo(Mo3O20)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771015 LiFeF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761401 Sm2(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755571 KNaV2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1038340 V2Cu2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757405 Ti3CuNi2(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-616610 La2MnCrO6 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-757277 RbLiNd2(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761168 Fe4H12C15O31 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-745016 Li2CrO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758757 MgSi2NiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1287184 Li9Fe4(SiO5)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1219450 VZnBiO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213307 K2CoH2(SO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198636 RbVSeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753412 LiFeSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754458 Li2VCr3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19178 K2VH2OF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1217173 Li2MnP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777539 SrMnO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760393 Sr2NiSe2(ClO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1224256 HoWBrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765483 VFe(P2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213230 LiFePO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556313 Mo3P2PbO14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1180853 HoVO4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mvc-12617 Li2VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771037 RbHo(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1212006 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1101655 Li3Mn(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-34139 LiVCrO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1221303 CsCrClO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780499 SmCu(MoO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1219781 CrSnSbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213217 SrCrP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766043 Li3V(H4O3)4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-757593 VZnPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-863375 V3OF11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210883 LiV2P2H5O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223060 Li7Mn4CoO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223417 YCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176523 Cs2LiV3F12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1178416 Tl3Co3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772974 Li2Ti3VO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19189 Li3MnCo3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19082 K3Sc(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1206760 Li2Co(Si2O5)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-510638 Li4Cr5Fe3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770937 AlV2O4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-759163 Na2U(WO5)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1104363 VOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777823 Fe2C4Cl2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756186 Na2MnO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208680 Li4Mn2CrNi3(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25459 Mn(PO3)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1105628 Cr2OF2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-540788 Li2CrP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-735521 VGa(TeO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754183 RbDy(MoO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-690559 VSbO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-24555 MgCr(SiO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752524 YEr3V4O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1217927 ZnCr6Si2Pb10(O16F)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1196047 TiFeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173115 Li4MnOF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556104 Ni(O2F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554786 K2RbSmV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556289 TiCrSO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559938 CrPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-997159 KDy(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756851 Li2Ti(CoO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201033 Er2Mo4O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214949 LiMnVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775205 FeH4C3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558997 Al2Fe(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867686 K3ErV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-562548 Sr2CrWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213334 Li2VFeP2(O4F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-2200 Cr2Ag2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177903 Na2LiMn(PO3)5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-757035 BaY2(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756472 Li5FeO3F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-699691 Li2CrNi(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766811 Co3(PO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19455 Nd2MnNiO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1225274 Cs2Mo(SO)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1075955 V2Cr(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214505 Be2Co(NF7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211523 VCuO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755274 Li24MnCr11O36 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1219796 FeTe3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175391 LiMnVP2(HO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850339 Sr2AlCu2NiO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1224572 MoBr5N2O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-38802 K4Mo5H4Se2O23 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-735541 InNiAg2F7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1173624 Mo2P2O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1212487 InCoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221438 Mg2CoWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19108 Li2Fe3SbO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-583853 RbY(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-867956 Li4FeCo3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766095 LiVSi4(HO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174491 VBiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1114699 ZnNiAs2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1645697 SrLaTaMnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19005 Li2CoSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211916 CsLiMnP3HO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-767248 MoH4O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761100 SbMoOF9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1204593 Na2Mg5(MoO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-22373 NiH24C4S4N8(ClO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759813 LaFe4(CuO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228167 Na4Ni7O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1080749 FeB6(CO)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1208215 Hf(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1207219 Mg3Fe2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555908 BaNiP2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-25457 LiFeF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557276 K3ScV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177931 MoH4O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755172 Li4ScFe3(SiO3)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559424 VH7N2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1247576 K3Cr(HO)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-694891 Li2CrO4 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-775022 K4Ni(NO2)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1237504 Na2V2ZnO7 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-549671 FeOF Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-768606 RbCr(SO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-778404 Li7Mn(OF)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554797 BaMg2V2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26127 LaZnFeMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1076820 LiNiBO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174599 VAgTeO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-22417 Cr3Ag8(IO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1283181 SrLaFeSnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-572395 Li4MnCo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766531 Li2Co3SbO8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1076137 LiMnBO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-704408 CaMnO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752611 CsNa3U4(MoO10)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754294 U(MoO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1036759 Co3(PO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757650 Li3Nb2CrO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-773163 MnH2SO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210092 V2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761281 Mn6O5F7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1202200 V(AgO)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761279 Sr2CoSe2(ClO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211449 BaCaNiF7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558437 KLiMoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558010 Ca2MnWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-850281 Li3V2(O2F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766032 Li2V2O5F2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1198857 SrLaTiMnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214642 Sr2V3Bi3O14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771187 LiNbTe2WO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756075 NaFe(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1220800 Li5Fe8(BO3)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221829 LiFeP2HO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754328 Ti(FeO2)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-753935 Co(CO)4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-779330 MnNO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755780 Gd2WO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223519 La17Mn18O54 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760848 SrLaTiFeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771344 Tb2Mo4O15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1208459 Fe4AgP(XeF3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175635 LaCrBiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-628588 NaMg30FeO32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771145 Fe3C9Se2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1199647 MnPH2(CO)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201686 K6U2Mo4O21 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1102713 TiVO3 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1197647 FeOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775903 Mg2TaCrO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18724 BaNiO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772183 VIO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1176659 CoHSO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765139 B2Mo(PbO2)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1191043 Sr2La2MnZnO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198099 Li3NiPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1079069 Li3Ti2V3O10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760196 Ba4Fe2MoWO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-546843 Li2Mn(SiO3)2 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-1112565 Mn2Fe3(SiO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1068795 Li3AlNiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18897 LiCoSbO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213277 Li2MnSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754887 ZnFe(Si2O5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1661502 LiFePO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-678 LiCoP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744322 Sr3CaMn2S2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-24827 CrH12C2(N3O2)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-775023 Mg30CrCdO32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754048 NaMg3Al(MoO4)5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-30084 LiMnO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-600168 Ba3La2Ti3Cr2O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-696217 FeSbO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175631 Mn(HO)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18792 Y2Mo(SeO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198472 BaCo2(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1100936 CrH10N2Cl5O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-763342 Mo(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176726 La5Mg2Mn3O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1105546 Ni2As2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-31729 CrO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-764770 KCa2Mg2V3O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753588 KTb(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1206041 Rb2Mo(OF2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214664 MnCdO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1203528 CsTb(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560276 FePHO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754656 Fe4As3O23 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-690560 Na2CrSiCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-625246 Sm2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175086 LiCo5O7F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228970 Ba6V4S11O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-743581 Co2H22C(N2O3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-29855 LiFeP2HO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554911 Rb2Cr3O10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772552 Li2AlVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756225 K3TmV2O8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-752403 LiNd(MoO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1100680 Mo2(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194285 Li3V2P4(HO8)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756709 CaLaFeWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1193463 La2CoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771385 Li7Mn2(CoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-560902 MgMoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1215685 Sr3Fe2Cu2Se2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754069 Li5CoNi9O20 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-705116 MoAs2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1180216 Li4Mn3V2Cu3O16 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-757019 Li5V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754292 AlCo(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
