mp-753521 BaVSi2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770497 Ta2CrNO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757573 NaMn8O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755561 MoH14C6N2(O2F)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1104440 Ni2P4C11S2(OF8)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-12912 FeMoO Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757606 LiFeSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753110 CsRb2CoF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756321 Li2MnP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-540895 MnC4ClO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1204388 Ba3Fe2Cl2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1226313 LiCo(PO3)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-755283 NdTl(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-735513 Li3MnP2HO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-33009 RbMoAsO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1661754 DyWClO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-774920 Sr3CrF12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-863081 K2VO2F3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-554839 Fe15O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222638 Li2CoSi3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757268 Li4Zr8V3(P3O16)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-561026 Mg2VBiO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-697734 Sr2TaFeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770674 Rb2Mo(OF2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556764 LiFe(CO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218174 RbPr(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-644334 Li4Fe(OF)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175580 Cs3La(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208910 Ni2P2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773172 Fe19Co5O32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-510562 Li2VPO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-126 YMg30VO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-505402 Li7Fe7SiO16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1220829 Ba2V4Cd3O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228549 V6O5F19 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-23061 TmWClO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-985626 ZnMo2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177792 Li2Mg2MnFe(PO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-631621 CoH14N5O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22443 LiV(IO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199663 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1314196 MnZn2SbO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1219122 Na3Mg4CrSi8(O11F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1275491 V2Cd2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758222 Rb2TlCoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768693 LiMnP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1190381 VFe(P2O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-745139 Ba3Y2WO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19369 Mo2P3O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1215128 NaV3(PbO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760242 NaVO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-627119 Li7Co5O12 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-766002 Li2Cr2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-753062 Li3V4O7F5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-561180 LiMn2(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1190931 Ni2P2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18137 LiLa(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1105604 NaMnVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211136 KMgIn(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1100544 K2CoH2(SO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-627151 Li2TiFe3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-28207 NiPb2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557663 Ba2TaCoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-15202 BaV4As4O19 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1191505 CsSc(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26639 V3Co(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-648633 Rb2BeNi2F14 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754030 CrSbTeO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1285900 RbVH6SO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-766037 Al2NiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772570 KCo2H3(SeO5)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1175453 Mg2Mn3O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-4795 Li2VFeP2(HO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776661 BaNaCr2F9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211677 LiMnSbO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1173577 CrPO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18571 Ba2YTlCo2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1195983 Li4Mn3Sn2Sb3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221800 Li2Cr(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1283043 NaV3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752738 CuBi(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1217519 VZnP2PbO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-743771 Li3CrPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556320 ZnCr(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753736 Y2WO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-779064 MnSbO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558721 SmVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1100935 Co2(SO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1095090 Rb2CoP4(HO2)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756217 RbCo(CO)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1283849 K2LiMnPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223350 SmCu(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556104 Li4Mn2Nb3Cr3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26619 Ni(SO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1178209 NaCoO2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-755861 LiCoF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-505688 Li2CrFe3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-997158 Li3Ti3CrO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18732 Ba2MnGe2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227224 LiCrSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-704943 FeC4S2N3O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755390 Mn3PtF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1178864 RbCr(SO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-653887 La3SmCr2(FeO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849434 Ho2MoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765337 Li3Mn2(P2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1662219 Ba4Sr4CoCu7O24 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-683600 Ce2TeMo6(H6O7)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210963 Sr4CaCr2(SO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-23094 K2MgMo2(H2O5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849499 Mn(CO)5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753963 CoHRu(CO)6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-752431 Al2Cr2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753992 Li4V3P8O29 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-627380 SmTl(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213707 Mg(MoO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560167 Rb7U8V2ClO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754654 Li8Mn3Cr(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1257772 KNa7V6Cr2O24 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1200389 LiCrPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26400 Li3MnSi2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-12133 Ba3Sr(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554275 YbTl(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-641191 CoF2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-763203 Sr3LaMn2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194599 MnC4NO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1202939 Ca2CoO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759351 BaNi2(AsO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18725 Fe2HgO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1190493 Li3CrP2HO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-24827 Li3MnCoO5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1210905 K2Mo(SO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1203083 KLiEr2(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1225864 Co2H31S2N9O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1192111 Na3Co2SbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1297951 Na2CrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1037121 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1238928 CrHSe3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753573 Li4Ti2Mn3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752687 CoSb2Br2O3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-715584 Li2Co4O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18961 Li5Fe4(Si3O10)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-35236 ThV2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1192455 Rb3FeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176357 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-14530 K9(FeO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775776 FeCu2SbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557135 Li6MnCrP2(CO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1247630 Ba2CoSi2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558000 Nb15MoO40F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758576 Li7Mn2(CoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757778 NaNi2H3(SO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756775 NaVSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755672 Li2Cr4O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209740 Li3Mn2P2(CO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765962 Li3VPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-14941 MgCo2(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757128 VCoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173882 Ba6Nd2Y(MoO6)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19175 V(Bi5O8)5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222211 Li2VO3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-16678 Fe4O3F5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558369 LiVF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1639312 CoH2PbN3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26305 Rb2Mo(OF2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775198 PrCu(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175354 Rb7VSiO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1272688 Ba3Cr2WO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-762595 Na2Cr7O14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755668 MoO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221376 MgV2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1226968 Li3V(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756535 Fe6O5F7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1212348 PrMn7O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174476 Dy2(WO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560917 LiV(OF)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211857 Mn(IO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1191386 NaMoPO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1063607 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-540438 ZnMoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-698406 Ba2NbFeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-14229 MgMnF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772434 MgVBiO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770511 Ca2MgV10(H8O11)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558509 CsMoF7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1287531 RbDy(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18401 Na4Co3P4O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764815 SrV4(Bi3O10)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214001 VBO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754331 LiVSiO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1199171 LiMoAsO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1180349 Cr4OF11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1181939 VAg2HgO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1179232 NaLiV2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777701 Li4Mn3O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-30084 LiMnVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210599 Ca2NiIrO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768598 Li10Co3Ni7O20 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1316064 LiCo2OF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192289 Li3Fe3NiO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218539 LiVF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176445 VAgO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754772 CaCrP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780331 BaV2(NiO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26901 MnP3H6NO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210966 Rb2Mo3SO13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-10954 Na3Sc2V3O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1103683 VGeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557276 Mg2Co3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754049 Th(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1226781 CsVH12(C2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1226454 Li5Mn(CoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-851087 Li2FeCuO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1204373 Ni(RhO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18494 La2TeMo6O35 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176375 LiVCrP2(O4F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775137 V2O3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218163 FeO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19365 Li2MnFeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1238663 Zr9Co3O2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754935 VO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755096 VBi(PbO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757664 K3VMo3H4O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1203528 LiCoSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-7845 Sr2CoSe2(ClO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-768710 Na2Cr(HO)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559975 MgMo3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756826 Ce(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1217235 Ho2Hf2(MoO4)7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19446 RbVO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772539 Tb2CoTe2(SO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754675 Cs2NaFeF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753138 LiNd(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1216342 Li2(FeO2)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771015 LiFeSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755329 Li2Fe3(Si3O8)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776294 K2U(WO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174312 Li4Mn3Fe(BO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228511 YNiO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-5781 SrCr2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-769474 VMoO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560157 ThV2PbO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1217399 LiVCr(P2O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-3619 NiMoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1197638 Li2CoSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-628782 Mn2CdO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-705638 VPPbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1244948 VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744691 VF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756413 LiMnF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1305431 Li2V5Cr2O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-629080 LiFeSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1219781 Sr2ZnMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756266 LiNiPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-20569 Li3CuNi3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-28331 Ba3Mo2(NO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1203641 VF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765311 Li3V2(O2F)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1211038 SrMn2(SiO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199318 Li3Cr(CoO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19184 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558859 NdCu(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19447 DyCu(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228629 Ni(XeF7)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1302239 Na5Nd(WO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759005 Mn2O3F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1293177 K5Yb(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771006 Fe6O5F7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223026 Li5Co3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755754 NaY(MoO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-850210 VF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764496 Li8Mn(O2F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753270 Li3Fe(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757934 MgCrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-17362 Li2(CoO2)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198378 BaCuWO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-14150 Li3MnPCO7 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-24620 V5NiH20NO22 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758560 Na3Mn2SbO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-704731 Mn15CrO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-9663 Li4Fe2Co3Te3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780883 CrPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849475 Li2VFe(P2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-505679 BaMnO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764274 VH12N3O5F2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772666 Co2SnC8SeO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867559 Na5La(MoO4)4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1213310 MnOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-603572 MnCdO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-24102 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1272303 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1195300 LiFeOF2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228108 CrPO4 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-1212774 MgTi2MnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1575669 Li6MnFe5(BO3)6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-636519 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-17034 TiFe5(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-563018 Co3C10O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228095 Co4Si(CO)14 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-755584 VPbO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849504 KTb2Cu(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-16772 Rb3FeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1157256 Rb5NdHf(MoO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757213 Li2MnVP2(HO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756940 Li2CoPO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-6164 Li5Co3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1204913 Li2CoSn3(PO4)6 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1207871 LiFe2OF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-714883 Sr5Ca3TiMn7O24 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756436 K2Cr2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1201529 KNi(PO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
