mp-1218736 YCu3(WO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1224467 K2Cr2AsHO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756304 Cs2Cr4Cd(HO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19231 Ca2VWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1298274 Sr2VClO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780331 DyMoO4F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758924 Li9Mn4(BO3)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768598 BaTe2Mo2(HO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-705670 Li3VP2HO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18819 MoOF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-39010 VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560628 Co(SbO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-2381 VCl3O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1189201 Mg2V2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178257 CoH15Br2(N3O)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759492 LiFeSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1193997 K3V5O14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1225390 Li2VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774682 VN3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556136 LiMn(PO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1195252 Ca4Y2Al7Cr2SiO24 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-706588 MnCdO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18725 Na5La(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764668 BaMo4(PO8)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757988 KLiSm2(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-22829 CoWO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765568 U2Tl2Mo3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19167 Rb2NiO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-32309 LiNbWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-777497 VOF2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176417 ScCrO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1298582 Sr2MnNbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1002571 CoSiH15N6(OF3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1278046 U3Ag6Mo5O27 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-776751 Mn12O5F19 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208868 VCoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20399 NaFePO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209797 K3YbV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753220 CsTm(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-9880 Mg3Si3(NiO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753667 CaCr(GeO3)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-555338 Li2Co3TeO8 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1099890 LiMn(PO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218224 Si3(MoO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222155 CsCr(SO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1216053 Ba3MgV4O14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19116 Co8Te(AsO8)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773045 MnV3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776285 Li2CrPCO7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1038173 Ba3Sr(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759853 TbCu(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753262 Li2CoSi3O8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-863397 Li2VO3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759273 SrMgMn(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-767632 VPO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1104357 Li2V3O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555748 KNa7V6(MoO10)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209046 Y2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1648754 V3Pb2O9 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-557553 FeAuO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1192455 Cr2FeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211658 V3Zn2GaO11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-541150 Li7Co(OF)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209460 Ba2Mn2Se2OF2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775748 Cs2CrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221047 Li2VF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1304742 NbFeO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-754028 V2Pb14Cl4O17 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-542979 Cr(FeO2)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1290831 K3HoV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18732 Li2Mn3WO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223688 NaV2O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1569484 LiVSiO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1212049 ThWO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-6963 B2Mo(PbO2)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176421 UV2PbO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756814 RbNiF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174622 VIO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176281 Li2Mn3(P2O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-699647 Ca3Mn2(IrO6)2 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-1196395 Li2Ti2CoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211595 LiMnSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1287668 NaVSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177009 VF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754887 Li6MnV3(PO4)6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-764574 K6Na2V2S7O30 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-861502 Na9Li7V16O48 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1203773 LaMnO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1076141 Ho2(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1280463 Er8Mn3Mo5O28 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-643564 LiVSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758993 Li5Mn2CrO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19400 Ni3O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759521 Fe(PO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776555 RbHo(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1105546 CaV5O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1225864 KVO2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1226075 Mn2GeO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-770782 Li2CrO2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-10030 K6Na2Pt(WO6)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213966 MnZn2SbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174343 VPbOF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-685444 Mn(IO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222158 LiLa4CoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26335 Tl3Cr4AgO14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757314 MnWO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753001 VCd2BiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554482 Y3Mn2Sb3O14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555242 Fe3Cu2Sn(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1302913 Na2FeSn(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555710 KV3Cd4O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1225946 Li2FePO4F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177945 Li5Mn(CoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758146 Cr2NiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559247 CaNiP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1003311 CaMn2O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754633 Na3TbV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174534 K2RbPrV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780086 Li8Mn(O2F)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770417 Fe7(PO4)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1196754 RbVSeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17335 V9Sb7O32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556757 Rb2Ti(WO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556428 Na5Mn11O24 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-17192 Li4Cr2Si3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211767 Cr(PO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557947 Li9V14O35 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756082 SrCrO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194849 VClO Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-631350 VZnP2PbO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772628 FeHO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755961 FeSnO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195697 V3Sb(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-10001 ZnMo2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-863417 Li4Ti2Mn3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177743 NbV2Fe3(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175999 V4Bi6PbO20 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849362 Na14Co2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-557669 CrPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561998 K3V3(BiO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1282896 Li2TiCo3O8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1177323 VOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754750 LiVO2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1218145 Li2MnFe(BO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770903 Li2NiP2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-560869 LiMn8O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-697556 RbSc(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774871 Rb2MnV2(ClO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-31128 CsRbMo3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17362 Ta2FeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210039 MgMnPO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753659 Li2FeGeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222326 Rb2LiCoF6 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1209210 Li3Ni2O2F3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-504184 ThV4O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772210 MoP4C5S3O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-20073 U7V5Ag3O35 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752702 Mo(HO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1572819 VOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175201 DySbMo2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26974 RbPr(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776440 Li4MnOF4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-758183 CsMoF7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-565447 K3Cr(HO)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753994 BaV2TeO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1190820 LaMoBrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1182495 Bi2Mo2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765311 ZnFe8Ni3O16 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1203083 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196785 Mg(CoO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175728 UMo4PbO16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558215 HoMgCr2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-30901 LiVP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20986 Ba2MnRuO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1289957 CrHg3(SO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25459 Li6Mn5O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1100576 NbV3(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850395 CoSiC4Cl3O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-16679 BaMo2Se2O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175225 Mo3S13N2O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557020 CaCrO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-540093 Ca12ScCo7O24 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554334 NiH12S2(NO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194167 TiFeO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177238 CeNi2N17O24 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222520 MnAuO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175803 LiVF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753682 NaCoBO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1285067 Yb6MoO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758340 LiMn(PO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221069 Ag6Mo2ClO7F3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210573 NiH16C2S3N6O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-505147 Li3(NiO2)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758248 NaNiPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177667 Li3Mn(SbO3)4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1220548 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753522 Ni5SbH17C15NO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-549058 LiVF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755566 Li2CrO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1281606 Mn2CdO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1286841 LiVSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176488 Na7Li3V10O30 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1282693 V2OF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758852 Li3Mn(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-27624 K2HoPWO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223138 Mn2VPO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752612 Cu2WO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-637244 Li3MnCoO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-505009 MgCrO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-1144 NiTe(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211702 Na3VF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-627380 Co3NiO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1037086 CsEr(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-773197 Fe2P3O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-30136 CoAgO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-745203 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753078 VCo2P2H3NO9 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-557549 VF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774255 Li3AlMo2(AsO7)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1101589 Na4CoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1215743 ThTe2MoO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-643412 TaFeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-8596 Rb2NaCoF6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1218456 Ba2TaCoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218702 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1573242 Li3V4(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761342 LiVCO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757166 BaV2(PO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753086 Ti3CrCo2(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176126 LiVTeO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1287556 Li4Ti2Mn4(FeO6)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761186 K4CrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208680 MgV2O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18908 Li2Si3NiO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1037287 Li7Mn7P6(O8F)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174510 MgCo2(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18890 Li5MnO3F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756380 Li3VO3F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1182282 Tb2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-504262 Na5Lu(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-562797 Mn3OF8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25293 Na5MoNO4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-753321 Rb2Fe2O3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1212595 Li32Mn13Cr3O48 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-690568 CaU(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25233 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1306804 Li4Ti3Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-24036 KNa2CoF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211425 LiMn2(BO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-36465 Ca2La8Ti5Cr5O30 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177018 Li8(FeO2)5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-505405 LiMn2O2F3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-630880 K2ZnCr2(H2O5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772396 V2Zn4O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-12752 Li2FeSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753913 BiMoO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218420 Na3VO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-2230 Li3MnOF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560112 MoH4O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-698262 K4V2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-510264 Li7MnO5F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554919 Fe(PO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-624691 Pr2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556688 Fe(NiO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759822 K2Mo2Se2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755996 LiVO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1288892 Li7Mn4(P2O7)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1570813 Mn2Cd3O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19376 Co(ClO3)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-765238 Na2CoO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765724 K2Na4Fe2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194388 Mg2MnWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753481 Cd(CoO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1196979 CrReO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772988 Mn(PO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214068 AlCoO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777878 Li4Mn3O5F3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-23637 Na3Co(NO2)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-572452 Mn2H2SO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211715 Sr2ZnMoO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-561023 Li2VCo3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753252 Ba3MoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221289 Sr5V3O12F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19590 NiHgO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771959 Tl2CrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-625576 LiMnSbO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-866 Na5Mn3S4(O4F)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211994 LiVSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-631247 Ca2Fe2(SiO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178826 Sr3PrMn4O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754647 Li4Ti3Mn2V3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755048 CsNd(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222340 Sr2FeClO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867517 UTl2(MoO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1180459 Li2Co3SbO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174235 Na3MnPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1154758 MoPb5O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770737 Ta6Mn2FeO18 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755550 SrFe2Se2O Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-850924 LiCoPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1568591 CoAgO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-769627 Ba2Ti4Cr2O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-767620 VH12C6NO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-652092 CaCr2O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757835 Ba5Mn3O12F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-39647 Na2HoMoPO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559462 Ba5Eu5(Fe5O13)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211443 Nd3W(ClO2)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1103214 V3(HO2)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1304744 NbCrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-605437 LiCoPO4F Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-648164 Li3Fe2(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-762265 BaSr4(FeO2)5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1227037 LiMnSnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
