mp-653922 CrNiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754391 Mn2PH2CO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-10593 MoPNO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-573180 V3Pb5O12F Prediction: 2 Actual: tensor([0], device='cuda:0') 
mvc-11948 Li4Al3Cr3(SbO8)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-505040 ErMn2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753303 Li2Cu(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771129 SrCa7Ti2Mn6O23 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-766099 Ba2MgCuMo2F14 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-9754 Li4Ti3Ni3(TeO8)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201021 TlV2I3O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210849 Na2Cr2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19038 Fe3(PO4)4 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1211704 Li3CrSiO5 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-996994 LaZnCrCuO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1100675 Li2CrO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-651279 Cr3FeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744418 CoH2PbN3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178210 CaCrH2O5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-10289 Ca5V3O12F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1212132 Li2MnCoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756940 Li7Mn4P9O32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753086 MnMoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1190827 NaNiPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-531566 Tl2Cr3O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774412 Mn2SnC9BrO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-561273 NaMgFe(SO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753300 RbVH6SeO9 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1287561 Cd(CoO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1190820 Li2FeP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1197228 Li13Mn2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1225084 LiVP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175686 NaMnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560330 CaFeP2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-19386 Li4Mn5(FeO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756411 LaCrMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-763149 ErFe3(BO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1200219 Li5V4(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209210 LiCrSi3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210378 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1639205 LiFePO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758129 Sr10Mg5Mo(W2O15)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194869 SrCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178416 BaFe2PbO5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1178001 Li4V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752688 Li3V2(O2F)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-24067 Ba2ScV3O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774680 CsMnMo(OF)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1219796 AlVO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1247688 Mg2MnWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756159 Mo2H26C8N2O5F6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19276 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1298504 Li4Cr3(FeO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25455 Li2V3WO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770968 LiNiPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177678 DyMoO4F Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-554274 V3Si3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557663 Ti3Bi6WO18 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772667 Ho2Mo4O15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177185 Mg3NiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559085 FeP4(C2O5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757406 LiMnF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1192451 Ba2V3InO11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208057 Rb2Mo4O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1176722 BaV2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755695 Fe2O3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757166 Mn2H2SO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-690012 CsMoPO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-777388 SrVPO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1200300 Na2FeAgF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752855 Sr2NbCrO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756125 Li2VCo3O8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-850948 VMoO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770349 CsNd(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-779088 Fe4OF7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755942 LiFeH12(SO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770491 V2CdO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753262 Cs3Li2Al(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-27877 Li3MnAl2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-8986 CoHO2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1100724 La2TiCrO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18781 Li4TiCr3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1296214 MnHO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1237325 LiCrPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221294 LiMgVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192408 KVOF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1214877 VHO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1316468 VZnPO5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1177092 Li2Co3SbO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-29855 PrMnO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758108 Li3MnCoO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-867517 KV6O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-672176 LiMnNbO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18827 Dy2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19464 KV2CrO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558424 Cr(Si2O5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558356 Na2VCSO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756012 Cr2O5F2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26941 Ba2Mn2TlO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-651122 Ba2Li3Y3(WO4)8 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-1038409 RbNiW(OF)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18994 Cs2SrV4O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-690544 Mn2TcO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1664985 NiPb2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1216762 VNi5(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-938 Y2W2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-720800 SrCrF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177902 Ta6Mn2FeO18 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-763347 Sm2Mo4O15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1114713 LiMnPO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752809 LiVPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-31123 Na4Ni(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771705 TiAl(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759826 K2SrTh2(MoO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1274757 Ni(XeF7)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1579553 Mn2CdO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26400 Li2V(SO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1281621 Zn2CoWO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-540984 CsCoH18N6(ClO2)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-975505 Fe3O5F Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-557014 Mg30CrSiO32 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-757075 Li2MnSiO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-4436 CaMo2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1318790 FeTe(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754580 MoH8(NO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-6931 LiCoPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-20046 Li7Mn2(CoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-36921 Li6Ca12Mo4N16O3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208038 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-4604 Na2LiMnPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754539 Ni3OF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-31908 Li5Mn2CoO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771393 Sr2TiMnO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-780874 Ca2CrO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1190916 Ba3Fe2Br2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1192462 Ta2Mo2O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-15834 MoH4O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756178 MgV2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753590 Li5MnO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-627380 Li4MnSi2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1265127 Li3Mn4(BO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554213 Te6Mo(OF5)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775331 Li3MnOF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26791 CoSnC4Cl3O4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1221582 Sr2La(FeO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18749 YbAg(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-28425 Li9Co3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554181 Li7VGeO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849406 Cs2Na8U8Mo5O44 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-766397 LiCr2(SO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776388 K2FeH2OF5 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-704546 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218688 CsTaCo(OF2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1106049 Cr2H21I7(N2O)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199210 NaMn2O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752612 Fe2O3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1221083 Mn(SO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766688 BaY2(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209095 CaV(SiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-762454 VSnH9(CO)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1175631 Mg2VBiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1262001 UAg2(WO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-562661 Fe5Ni(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556993 NbCo(PbO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1220829 Li4Ti2Co3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1245204 Li2MnO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-743988 CrF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-32471 Mg30MnVO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-13314 Na6Mo10O33 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-735519 Ca4Cr5(TeO6)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759530 Sm2MoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752577 CsV3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1248580 MgCr(SiO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761481 Li3(CoO2)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754728 CoO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756536 Ba3Ta2NiO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776053 BaTlVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1318612 Rb6U2Mo4O21 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-561063 TiMn(PO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-755097 VH9C3O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753308 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754958 Sr4Mn3BO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756945 CsHo(MoO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-761141 Li2TiFe3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-768687 CaCu2(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772428 Li3Mn(SbO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759663 MgMnF4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1184398 Ca8Mn7CrO20 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1003322 LiCoPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754986 Li2FeSnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1104357 LiV(OF)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194625 Li3V3Cr2O10 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-550763 Na5LiNi2P2(CO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213174 BaSr3Ca2(MoO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1226430 H48PtW6C8(NO)24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1084801 Fe2O3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-565836 Li2Ti2MnNiO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1099678 CaCr2O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-504864 SrYCoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173115 Li3Fe4(P2O7)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1196754 CrO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1667759 BaLi2NiO3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-22638 Li8NiO5F Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1114473 Li3V2F8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1102092 Mg2TaMnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1216116 Ba2NiTeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753270 Mn2CuO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-565434 Li(CoO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-636215 Sm3BWO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1193226 Mn(CO)5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198439 TiV2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756826 Fe4O3F5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-32528 Ni(BO3)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775544 CoSb(PO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1210292 Li2CoNi(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1207940 Li2SiNiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559510 Li9Co7O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1180509 Cr2(Bi2O5)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223391 La2CoO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-758095 VSO8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1202350 Li2MnSiCO7 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1573955 Li4CrFe3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1100723 LiVZnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-600211 Na2TbMoPO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759201 ScVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-746681 ZnCo3P3O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-31760 MgNi4O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754642 Li4MnV3(P2O7)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-760186 CsFeO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-735584 Ca2MnWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759469 CaMoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1192793 Sr2CrOsO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228110 Nb2MoO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772549 Li2CoBO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1199268 KLiTm2(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1641670 Li5Fe8(BO3)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177954 K2TlCoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19100 Li3FePCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177801 KFe2P3(O4F3)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-556847 FeO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1099763 CaMnFeO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-510367 LiTiMnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753042 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18819 LiVFeP2(O4F)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776473 Li2MnO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18398 Mn12O17F7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1212702 Li2MnOF3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-510606 VOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771261 ZrMnO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-541512 LiCoPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1220215 Li2Cr(H2O3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-704545 MoH12N3O5F3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176037 Mn2V(PO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760125 SrU(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-504579 V2PH10NO11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758858 YMg14VO16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754059 Rb2CoP4(HO2)8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19391 LiVOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-616160 LiCrO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1290806 Mg5V2(MoO8)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1192775 LiNiPO4F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766838 KCrIO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1662213 KMnP3HO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755249 Ca2Mo2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-653887 Na5LiFe2P2(CO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1180723 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1264233 Li3(NiO2)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1078539 Li2VSi2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558810 V2Bi4O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210092 CrHgO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19226 K2MgZr(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754947 V2Sn4H24C8O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757337 Zn2FeSbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1219606 LiFe3(OF3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19001 LiNiPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-640765 Hf9Mo4O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221645 Li5Mn4(Si3O10)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-560716 NaVO3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1199670 Dy2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771887 Ta2FeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849228 BaMn2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228095 Ti2CrFe3(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-850905 CaMnO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-616610 Li4TiMn4(Fe2O9)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780571 La3FeW(SO2)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1095420 VHO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19376 Li3Fe2(CO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18726 LiCoPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760008 CrCu(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175845 Mg4FeO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753252 MgNiO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774893 Li4Fe3CoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1203476 SrCaNbCrO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1193056 Rb2Co2(SO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-863397 YCu3(WO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-541006 Cu2WO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-15457 CsV3(TeO6)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1285900 Sr2Mn2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210573 LiMnF4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-9218 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-510638 BaAlCuWO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764770 CaNiP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756787 CrSnSbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194810 Ta12MoO33 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-647385 KAl(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775274 Li2Fe3(BO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-546843 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-26639 CoH2SeO5 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-19220 Li3V2(O2F)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18937 Sr2Ca6FeCo7O24 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-559518 V2Bi8O17 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221027 Li4Fe(SiO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
