mp-745180 CoH18Br2N6ClO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-12629 LiFeBO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1314874 K2CrSO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1212773 Mn3(OF2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555710 KFeH2S2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756430 LiMnPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-7825 Li2Fe(SiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-29173 Li4Mn3Co2Sn3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-850898 MnSn3(PO4)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1296431 Li2MnOF2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-561940 Ce(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-510620 Li4MnCo2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218723 Na2Mo2As3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25572 Li4V(TeO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19231 Li3Cr2CoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753909 Sr2CoSe2(ClO3)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1106031 Dy2VFeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25457 LuMoBrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-608469 LaMoBrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-24125 Li2Fe(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213316 Li3CrClO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26060 K2NaV5H10O19 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559318 Li2FeNi(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-743839 CoH19S3N5O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754298 CsTm(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759703 Sr3Fe2(ClO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-572231 Sr2V2Se3O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756710 CsSm(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558611 Sr2CaMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755561 MnNb8(FeO8)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756268 Li7Mn2(CoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18819 Na3Mn2SbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-705033 K2NiC4(SO)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-763206 SrCrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-618968 Na(CoO2)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1203471 Ca3MnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-562796 Fe7(AsO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849482 MoCl4O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560153 Na2FePCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-550468 Na2YPWO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-766925 Li2(FeO2)3 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-16967 LiNbTe2WO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-769449 VAsO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753062 SrVCuHO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-779466 CaV5H19O23 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759491 Li2Ni(CO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218824 KCr2FeO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-684742 Li3MnV(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1304290 Li2Mo4O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-650055 Li2NiP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-704988 Li7Mn2(CoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222712 V3(O2F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744736 U2Tl2Mo3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556507 LiFeSO4F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556349 RbVSeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761969 Li4V2Si4O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1204784 Al2NiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1203873 K4Mo5H4Se2O23 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-12243 YSbMo2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754421 SrLa3Mn2Cr2O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1196616 KMnH4Cl3O2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-16553 BaSrCaMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772273 Li2Ti3MnO8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-9149 Li3V3P8O29 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-764655 VAsO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214735 LiCoPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1175786 V6H2Pb4Se3O26 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-14215 Li3MnV(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558000 K6Na2MnH24(WO6)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756520 BaMnO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757140 Li4Fe3Ni3(SbO8)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177850 Mg11Mn2O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-25825 LiV3O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1224086 UVH3O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-753058 Li2CuNiO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-768711 Na3FeAsCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-572292 Fe2H10S2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209123 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-505481 Cr2(GeO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1217012 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1575885 CrP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1303634 LiMnBO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756015 LiV2O5F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1193772 Dy2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761214 Li3Mn2CuO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773197 Li2Cr2H4O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760211 Mo(HO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1157156 CaVO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-504996 Rb2MoSO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1648494 V2Zn2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19114 LiMg30CoO32 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228930 MoOF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228110 Al2FeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-24296 HoTl(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-6213 Li2Ti3NiO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554911 Li5V(SiO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1216403 V3Bi(PbO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1003313 Ho2WO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755400 SrCrO2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-624009 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759009 KNiPH2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1111049 Li2VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208471 Na5CoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1192408 Cd(FeO2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1017466 Li6Cr3Sb3O16 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1205695 Li2MnP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775412 AlVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757124 V4O7F5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1147623 RbY(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867704 MgCo(Si2O5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771701 NaMoAsO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1198270 Li3VCrP2(HO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775181 LiCrSnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1294375 CrPb2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177781 Sr10Mn5Zn9(AsO)10 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1227697 CrBiO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556633 Sr5La3Mn8(O5F)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210997 TiV3Fe2(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-29855 ErWBrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1103771 VOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770750 BaMo(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-561210 Sr4MgCo2(SO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201039 Li4Ti3Mn3(FeO8)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-689964 MgFe(GeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-763229 NaVWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-541578 Li7Mn2(CoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1203598 LiMnBO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1202063 FePO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770659 Rb2Cr2Cd(H2O5)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-755199 Co6Te3(ClO6)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-684727 Rb2Cr2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177936 MnV5O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-743542 Y2(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753078 Na4MnAl3Si3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1296971 HoMoO4F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1202706 BaCo2(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560652 KV2PO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752489 MgCoP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-10078 Mn3(OF2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214122 Co4OF11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1111959 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-504845 Al4(NiO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1101655 AlV2O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756380 Co(Bi5O8)5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772138 RbEr(MoO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-18869 CrSiH12(OF)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774920 Na3VBPO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756116 Li2Ni3SbO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-763819 K6U5V2O23 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1216433 NdCu(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19479 Tb2Hf2(MoO4)7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754042 Ta2MoO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554649 NaAl(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761481 Li6Mn3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756311 CsY(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755042 LiNbWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214680 FeSnO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1114139 SrV2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758507 NiTeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1219951 FeSn3(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-694964 SmTl(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177949 Li3V2OF7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-24050 Ni2P2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1076664 Ba3MnO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780556 CrCdO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-505168 Rb6U2W4O21 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18969 Na5LiNi2P2(CO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556041 Li5VP2(O4F)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1219165 YCu3(WO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753932 Ba2VI5O17 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1095454 MoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194448 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174059 MgNiO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222209 Ba2MnNbO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18929 Li10Mn(SiO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221952 Sb(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556603 NiP4O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-773628 K3VO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776119 Sr3LaTa2(FeO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1104440 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757204 ZnFe2(P2O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-947 Li7Fe5OF15 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757007 MnCO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559736 Mg30FeNiO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1095170 Mn2Fe5Si8(HO12)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210195 K5Mo4O14F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1037086 CsVZn(PO3)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1224752 Ba3Sm2WO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777876 Li3Ti2V3O10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1113475 CsRb3(Mo3O10)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1194435 Li3Mn3(PO4)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-774372 FeAs2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755861 NaV(NF3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221458 V2Se3O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1200253 KHo(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-510763 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776628 Li2ZnFe(PO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1101589 FeP(HO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1104323 CrAuO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199647 FeBiO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-706588 LiFe2F5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771143 V2Pb14Cl4O17 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1173492 LiCoPHO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756873 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19295 Li2AlVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756841 Li5V3F14 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754048 Li7Si2(NiO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1104967 SrV2(H4O5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-763057 AlTl(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-867686 LiPr(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752513 LiNbFeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-642792 DyTl(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744328 Y4CdMo3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1226167 Li2Fe3SnO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757086 Cs2K4Fe2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-690550 Li2CrO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-715566 LiCoCuF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-744579 TbVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755509 LiFeO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-649091 ThV2SeO9 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1194885 KNbV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1219794 Dy2CoPtO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556586 MnSO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-27031 LiV3(CoO6)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-757182 Y2Mo(SeO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755125 CoSbO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-3154 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758146 MgFeP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557310 LiCoP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1202181 ErVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25463 Li3Fe(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770895 Sr2YW2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-562139 FeMoClO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1298582 K3HoV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-616565 Ca5MnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19453 Ba6V4S11O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1190493 Sr3Fe2TeO9 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-778247 FeB6(CO)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177998 La4MnSe6O Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-556415 LiCr(PO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770638 LiV(OF)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1568822 Mn4O7F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753129 LiCoSiO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1175302 Ni4(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753446 Li8TiMn3O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759567 LiMnSbO4 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-1294618 Ba2CaV2(P2O9)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759248 K2RbLuV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-651301 LiV3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1096881 Li2MnVP2(O4F)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221645 Li2V3O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555114 Li5Mn3F14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1205628 Fe4OF7 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-757873 K4Cr(NO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772873 Ti2Fe(PO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-694922 BaTm2(MoO4)4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-773184 Li5V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-505688 Li2VH2OF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-687091 V2B(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-581174 CaLuMn2O6 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-757854 LiVOF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-31123 Tm2MoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1217235 Li3V(FeO2)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-743603 Li2MnFe(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1105199 KVH6SeO9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757348 LuTl(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1221217 Fe3H10S2NO14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1225088 Fe10O9F11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557843 LiMnPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-943492 K4MoWO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-652092 LiCoBO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1644732 Ba2Ca3Tl2(CoO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222041 CuBi(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18951 VCd2BiO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753634 NaMnO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1200917 MnTe2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757451 Li2TiVO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-549237 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1180172 Li7Mn2(CoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753333 Cr2H8N2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-755207 TbWBrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-616444 VOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213697 VOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766025 TlV2I3O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559525 MnAl2SiO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560175 LiFeF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1204412 KLaMoO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174136 LiNi2P3O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-762980 MgTi2Pb4WO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221926 Rb2Mo(OF2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559456 CoTe2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760313 V4Bi6PbO20 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1099722 Na3NiF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757110 K3Rb5(Mo3O10)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758776 LiMn(PO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849372 Li5NiOF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209701 LiFe(PO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-684996 CrO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213525 CaV2O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209248 CsMnMo(OF)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755692 MnTeO3 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-760831 CaFe(GeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757465 NaV3P2O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19480 ZnFeAsO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1661813 TiCrSO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-36447 LiCr(PO3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849470 LiNiPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1247625 Sr2MnSi2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1197813 TaTiFeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209350 LiCoPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-27624 TiFe5(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849749 CoF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
