mp-754904 NdMnPO Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1100553 Li2MnV(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1661854 CaV2O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1303410 FeSb3Pb4O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777525 Mg3V2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1101304 NaCaMgFe(SiO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211219 K2NiP4(HO2)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780489 CsTiNiOF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560688 Rb2Mo(OF2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1297758 Rb2TeMo2(PO7)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1217159 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755942 MoO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176152 Mo2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1220880 LiVFeP2(HO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753206 LiNiPO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-774935 Sm3VGeO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780108 Cs2VS5O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195998 Mo(HO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774251 LiVO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759041 Fe(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757268 ZnCr5O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-761023 Li5MnO4 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-1036130 Li2MnFe(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1282931 Sr2ZnMoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1211137 CaCo3P3O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210465 MoSCl7O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-551629 La7SmMn7CuO20 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26989 Li4Mn3Fe3(WO8)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780777 LiVNiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754753 Li2MnVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-9854 Li2Cr4O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760312 BaLiCoF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-2609 Al2NiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764642 Li2CoSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1200820 Ta2CoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1275461 Li3CrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754766 Li2Cr2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-549237 Li4Mn(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-650024 V2H3O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1100500 FeWO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-20046 LiPr(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756764 DyMoO4F Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1222041 CrHC7NO5F2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753797 LiSc(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227411 NdMnAsO Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-21437 RbNa2CoF6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-22353 Li4V3OF11 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-752788 Li3CoPCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194518 Li7Co5O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178342 LiSm(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26093 LiFe(Si2O5)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-867619 Li2MnNi(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26771 NaMg30CoO32 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-14257 Li2TiFeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1036861 MgCoH16(ClO2)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-560160 Nd2Te2W2O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1179176 Li7Mn2(CoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-675227 Mn3O5F Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-340 Fe2CuO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218145 Te4Mo(OF4)5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1661938 MnSn(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209493 Li16Mn15Fe(PO4)16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218895 Li2CoO3 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mvc-12582 TbMoO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764345 BaTe2Mo2(HO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754490 Ni(IO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18940 KMnP3HO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772552 CoAgO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754438 Co3(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774659 Ba2Mn(BO2)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759514 Li7Fe3(SiO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196074 Fe5Cu2(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1205440 Li2MnSi3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-14958 BaMg2V2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1302039 Rb4Mo5H4Se2O23 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-767053 Fe4O3F5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-541578 Mn3NbNi2(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554313 Li2Co3SbO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1224465 Li2V3CrO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1190827 VOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1202981 V4FeNiO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1310016 Al2NiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760911 KMnO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757833 Co6Ge2(CO)19 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1213307 Cr2CuO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19115 LiVSn3(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765009 Li5Ni3(SbO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18989 Mn2SnC10BrO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867553 KRb2Mo(OF)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1579309 K2U2MoO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775280 Li4CrGa3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774921 LiVTeO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26432 Fe2OF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558836 NaNbWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-636215 TlV4O10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-684942 Na2ErMoPO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176549 CsEr(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1178302 Y2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771145 Tb2MnNiO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176290 VCrO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195787 Sr5V3O12F Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-559629 MoH4O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758865 Li2VGa3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771705 Li2TiCoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-126 K2Mo2Se2O11 Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-1198270 Mn3(O2F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26423 Na5Tb(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19128 Al2NiO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-755800 CrCoH15N5ClO8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-772961 MoBr5N2O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-943466 Li3V4O11F Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1177493 Ag2Mo2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1216992 NaVO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764058 Li6Fe3P8O29 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1177902 La11V12O36 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177792 VPO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-694977 CrPO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221950 LiV(IO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-774332 Co3B7IO13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1665555 Li2VCrO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-24055 KCrO3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-3070 TlVTeO5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-26840 Na2FeAgF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557238 NaFe(SiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-761054 RbVO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755094 Co3Bi(CO)9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1195252 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1191502 LiMnP2HO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559178 Li2FePO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218693 CoBH18Br2(N3F2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-720103 LiCrSnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1182381 MnRe(CO)10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1285067 Li2V2O5F2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210615 LiFe(CO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1226238 CrHO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1105117 Na2Mo(H2O3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211092 Er6MoO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757661 BaSrNiWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19280 Fe2HgO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758261 LiFePO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222477 Li9Co7O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-645159 Co(HO)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-735513 Mn3VTe2(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754919 RbFe3O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-546552 Na2DyMoPO8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-24125 CaCrH2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-781079 Mo3H9I3(ClO)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-24068 V3Zn(P2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1180198 Sr2NiTeO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26336 CoO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1178864 VP3(Pb3O8)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780394 Mn3CoNi2(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174401 Nb2NiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26221 BaMo2(P2O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761236 Fe6Ge2(CO)23 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757550 MnO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1195048 KLa(MoO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-744463 LiVFeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-867555 TiTlWO5F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-850206 SmMoClO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1003313 TiBi8W(BrO8)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1194736 Sr10Mg5Mo(W2O15)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760393 Mn2InC10BrO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19350 Bi10(MoO8)3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1101223 Li6NbCo3(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1198234 Li2FeP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754159 Li3Fe8(BO3)8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218564 Li2CrPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214368 LiMnO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178577 Li4Mn2Cr3Co3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1099253 CoSiC4Cl3O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759277 V2CdO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222986 Na5Y(MoO4)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766132 Na4MnMo8O47 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1306804 KTb2Cu(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1210966 KFeH2S2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-685164 MoH4O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1238899 Mo(NO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1205570 Li4MnCo2O7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1208979 Cr5O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218297 Sr2CrReO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177516 RbCrO3F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-746670 Li3TiMn4O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22421 Mg2Mn(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765981 LiV3(TeO6)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-4964 DyMn2O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-647 Li5NiOF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1202206 K3ReMoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756333 VCr2Fe3(PO4)6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1037022 Ce2Te(Mo2O15)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178127 Sr2Fe2Se2OF2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760367 LiMnBO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754995 LiCrP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-652366 Li6MnO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1202439 Fe3OF5 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mvc-13999 MgTi2MnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756207 Li5V(CO3)4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1102092 VH9C3O4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1228802 Li4Ti3V2Ni3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1661313 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-773603 La2CoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-766052 K2CrO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-755396 Tl2FeC5N6O Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-561037 LuMoBrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754963 MnZn4O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-762897 LaCoO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-744858 Sb(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754096 Na2TiFe(PO4)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-772044 Li2Ti3MnO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1227034 LiDy(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554075 Na2Li8U11(WO22)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561210 SrCaTiMnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1640786 U2Tl2Mo3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-703231 Li4Si2NiO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-689981 NaFe(SeO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1272771 K2MnH4(Cl2O)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1175896 BaV10O17 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17822 Rb2Mo4O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757348 ZrMnO5F6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-560902 RbV3Cd4O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752688 LiFeF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174656 DyCoO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18906 Er2MoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-5705 Mn5V2Pb3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753078 Li4Mo5O17 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-15834 Lu2Mo4O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-704604 HfMnO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-779352 KLiNiO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773085 Mg7Fe(SiO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1225856 CrSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756789 K2CrCuF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753382 BaCaMn4O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556428 Sr2NiTeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174491 NbFeF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1079330 In2(MoO4)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-765509 Ba2AlCr2F11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20073 VF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1192188 NiBiAsO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771207 LiMnPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753587 MnAl(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-744565 K2Mo2P2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1229214 LiFeF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556730 Ba2MgMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22373 Mn2HgO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194636 Ba2SmCoCu2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1147623 Li2Ni3(BO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765171 Ca7Ni(IrO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1177474 YV3O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1190820 Hf(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223057 La2NiAs2O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1192358 Li2CrPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753374 CrB3(HO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-29047 Ni5(TeO6)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1216989 Bi2(MoO4)3 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-776174 HoVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1252502 Ba4Ta10FeO30 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-32244 CoP3H16N4O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1206730 Mg3Fe2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1079901 Li3TiFe3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1223502 Y4V6O21 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755490 Li32Mn3Cr13O48 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-704511 Ba2Mn2CuF14 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-757557 MoH8(NO2)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-510408 Li4VCr2Ni3(PO4)6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-2968 CoBi(CO)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-607026 NiH12SO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772673 Li5Co2Ni3O10 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1177568 Li4Mn3Nb2Ni3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753602 Cr2C13SN3(O2F)5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-22949 LiTiV3O10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-779051 K2FePCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-27503 Fe6O7F5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-584742 K5MoC7N7O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208827 LiTi4VO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1291989 LiAlFeO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1570361 Na5V2(PO5)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756528 Mo2AsH18C6NO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18921 K2SrVB5O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1195168 Sr4MoN4O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177508 VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776285 Li2FeBO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19001 K4Na4VMo7O20 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209767 MnC4ClO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213174 VIn(TeO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560925 VPO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1222689 Li2MnOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222159 CsSc(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18969 Hf3NiF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756993 Tl2Mo7O22 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757198 Sr3Fe2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754615 LiTm(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1197464 LiV(OF)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-542979 NdY3(Mo4O15)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1577040 Y2ZrWO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227575 Mn6O7F5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174744 Pr3VGeO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-616215 Li3Ni3SbO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756162 K8UCr4(NO12)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775018 FeOF Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-705194 YbMoClO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-703684 Na3PrV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760264 VFe(P2O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1172871 CoHCO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173910 Li2V(OF)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199096 Li2FeO2F Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1660434 Ho2(MoO4)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1228399 Li3Mo2P3O14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221952 Ba2CoGe2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780940 V3H8(NO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770416 Y2W2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753028 RbFe3O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-769554 Mn2As2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
