mp-1218391 Ba2La6Mg4Ti3WO24 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176528 Li4Mn3O5F3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-584012 Mn2H2SO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1305455 LiCrPO5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1213876 Cs2MnV2(ClO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1244813 LiVFeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1286841 CoH2PbN3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1196885 VPO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752550 KLiNd2(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1204043 LiMoP2WO11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-6284 Na5LiNi2P2(CO7)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1319687 Ba2FeMoO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1199642 CaMnO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1180509 K2FeP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1282683 Li3MnP2H2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-626316 MnBiAsO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780767 LiCo2OF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-694996 Hf3MnF6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-690517 Ba4Fe2MoWO12 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1218782 Fe4O5F3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227662 RbMoPO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754748 Rb2Mo3O10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758092 Mg3Co2(SiO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1650409 Li6V3Sb3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-764745 Cr2FeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556937 Li2FeNi(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1275288 Cs2AgMoF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17194 FeHO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1192819 LiTiFeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18843 K2CoH12(SO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-561158 NbCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-12822 SrCaV2O6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-21564 Al2NiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-28775 Rb2Na4Co2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196016 Li4TiCo3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1105351 Li2CoSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-21179 NbFeF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760259 NaCa2Mg2V3O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-10078 CaMg14MnO16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1278576 LiV2(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-744463 SmBiW2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1663238 Ca2FeP2(H2O3)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1195415 Ca2TaCrO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22417 Li2Fe2Si2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-542168 Dy2(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177575 KNiPO10 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1204189 Li6Cr9(PO4)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-510625 Li5Mn2(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1036160 SrMg14MnO16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-761111 Li2VO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208266 NaNiAsO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556535 Cr2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554786 Rb2Zn2(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211349 MnSeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867866 Li3V3P8O29 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-7845 Li3Al2CoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1259193 NaV13O18 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-775981 Li3VOF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1181308 Li3Fe(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1660522 Li3VP2HO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1212595 V2Te2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559838 FeH2SO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-763275 V2NO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-735586 RbZrMnF7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757335 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752702 Mg2CoWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-780665 Ca2CrSbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557663 Sr16V8O31 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-684705 Li4Mn3Cr3O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1260096 Ti2Co(PO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195554 Ca8Mn8O21 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1225259 Cr2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1180493 PrMn2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208207 LaFeWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554123 NaV4O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559028 KSm(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228739 LiFe4(BO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1195447 MnTeO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867559 La2MnCrO6 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-554131 Li2Fe2Si2O7 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-771954 Co6Ge2(CO)19 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19406 RbAlV(PO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559424 LiMn(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20798 Li2CoNiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-20073 Li3V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770772 Li3Cr3(CuO6)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1317142 Li3TiCr2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753796 RbVH6SO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-573231 Sr6Ca2Mn3(FeO4)5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755644 LiTi3MnCr(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1310582 VH6(OF)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1299496 VO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1100515 MgTiCo(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1279231 LiMnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19230 Ba2V3BiO11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758889 CoBi(CO)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18853 FeHO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771037 Na5La(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-16779 BaMn2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1244787 Rb3NaV4H2O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759193 NaMg2Fe3P4(H9O13)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1190417 YV(SeO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1287556 FeOF Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1215128 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-505263 Li3Fe2(SiO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201788 VBiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1101589 Li4CoOF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1298313 LiMn4(PO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19147 K4Mo5H4Se2O23 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-769018 Bi2Mo2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755329 TmSbMo2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19277 KNaV2O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772407 Ca2MnWO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1662514 V2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756707 Na3Mn2P2(CO7)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-626794 ZnCr3O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1261131 Ba2Ca3Tl2(NiO3)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1200408 LiFe(PO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-21302 LiVBO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-705680 Cs2CrH2Cl5O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558909 TiCrSO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1221598 Na6U(Mo2O9)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1258021 VP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-31230 LiCrPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-31837 FeBiO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-863397 K2BiMoPO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-779915 LaFeAsO Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199651 Y2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-642974 Sr2VClO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18789 LaMoO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-541512 La2CoNiO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-32686 La2TiMnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-3221 MnC4NO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227500 Na2TbPWO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752990 KUVO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1225952 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222091 K4Na4Mo7WO24 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-769629 CsMoO2F3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752690 Sr2Li4MnS3O2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-4492 Li3VPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-868632 Zn2Mo2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-769555 NaFeH4SO6F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-769477 Ca2YFe3(SnO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-505402 ZnMo2(PO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1217176 Na6CoO4 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-765488 MnAlO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-762897 VOF Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-17729 Fe2O3F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780184 Ba2LaMn2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25445 Li10FeCo9O20 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-16991 ZnFeP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560015 Li6Ca12Mo4N16O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765417 Y2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1220215 Li6Mn5Fe(BO3)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757368 MnZnO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771651 CaMn7O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757039 YCu(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-863388 LiCoPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558386 Sr2CoSbO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-14381 La4ZnCu2MoO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753149 Ba3NiSb2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756947 Li4Mn3Sn(PO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-9216 ZnCu(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-553910 CsNa3U4(MoO10)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1205336 Mn2Hg(CO)10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756304 Na3MnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755882 VOF3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211891 LiMnPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776551 SmTl(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757277 LiMnF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761209 Li2VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753644 Li3Mn3(OF)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758471 CoSb(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1224465 KCaV2F9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-11663 CsV2P3O14 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-556606 K4BaV6O18 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19357 Cs5Mo8P(H3O16)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-771916 Rb3DyV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849499 LiMnSbO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1216992 V2Bi4O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175120 Li2VSn(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-8335 VO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-541775 Li2Fe3TeO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766032 LiV(PO3)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-744631 LiFeOF2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1206098 GdMn2O5 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-772660 Li2Mn3O6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776162 Na3VS3O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-603406 Mg2Ta2Ni2O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-21778 V2SnO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759509 KNiAsO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-23111 FeSeO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1099827 Na4MnAl3Si3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-540518 LiCrPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-704536 SmVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755925 Li3Cr2CoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765466 ZnCo2(CuO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772093 Li5Co2O2F5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-850905 Ca3MnO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558732 Li4Mn5(Fe2O9)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-641097 Li3SiNiO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-28331 Li4Cr3CoO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-704417 BaMn4O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19107 Sr2CaMoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1212394 Li3Mn2(FeO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174696 CsLiCrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19446 K2U(WO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1037022 Li3FeOF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1543154 Mo2P2PbO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772673 TbCu(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556255 Li16V3Ga13O32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1197292 Rb5FeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1228050 AgMoPO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208461 CoPH3O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-14118 MoSO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1301229 FeO Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559178 MgVP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754633 Sr9Fe(PO4)7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1191084 V2Se2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1639333 K2Cr2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559938 Li2Mn(SiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849295 Li2MnP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-510755 Li8V11O22 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-556759 Ca(FeO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173624 Na3CrPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755749 Sr2EuFeO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209711 KIn(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774976 LiNiPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218440 Li5V3P8O29 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-555351 LiV2O5F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770766 Ba2NiTeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211137 Li12V3CrP4(CO7)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1539213 LiFePO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1037844 Mg30MnCrO32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775437 Co3C7S2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555698 CaMn(SiO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770969 CaTi8Mn(PO4)12 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1192871 LiV(PO4)2 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1228000 CsV3(TeO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209367 Mn3Fe(PO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-704360 V2(OF)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17269 Li2NiO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-767740 YAg(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1105112 KFe3H6(SO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-10508 FeBiO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755562 Ca4Mg4V3AsO20 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-9662 NaAl(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554275 Mn(AsO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774290 NiPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-769588 NdY3(Mo4O15)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1003402 LiFeSO4F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1202981 LiCoPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753436 CoSb2Br2O3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-746681 Li4Mn(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199176 MgMn(GeO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-554181 Na3VBPO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760391 MoPb2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-616555 NaMnO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1205190 TiZnP3WO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772563 Fe(HO)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753206 AlFe3Se2ClO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-559589 Na10Mn4O9 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-771129 Na2NiO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174910 Co4(MoO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-20926 CaFeBiO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-625547 CaSi2NiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754068 Li2CrSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752495 K3VH2(CO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1075968 Ca2SmYMn4O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1212044 Li4CrFe3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1178228 LiCoB2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176521 FeP3(H2O3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173270 LiV(OF)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753944 LaCoSbPbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213685 Rb4Th(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-851087 Rb2MoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756502 K2Mo3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764791 MgV4O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-20921 LaVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1201128 Zr(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755191 LiVF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1078539 Na6MnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-976313 KNbV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211857 Na2V2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780795 Li3VO3F2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756248 Er2WO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1174823 Li2CrO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753430 CaCu2(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776483 RbTm(WO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-19178 NaLi2NiPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199240 Li4Fe(BO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753994 MnSb2F12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759438 Mn3Cr2(SiO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1095454 MgTi2MnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-687090 LiV4OF11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555052 VH15C4S2(NO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-26322 NaLi2MnPCO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25082 BaZn(NiO2)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1147749 NaLi5Fe2P2(CO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18921 Na2Mo(H2O3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-530048 Ba5V3ClO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1212190 Li2U5MoO19 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1095170 MgCo(GeO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756333 SrV2P2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1652333 Nd5Te7MoCl3O23 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770839 Li4Mn3CoO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19461 Co2AsHO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755008 Zr2Mo(PO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194870 Li4VF7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213097 DyMnO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756303 Li2VBO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774920 YCrO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-779625 Hg2Mo5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
