mp-775211 Li3MnSiCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18890 Li3VCrP2(HO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-556514 V3Cd5O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559938 Ni(SO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209350 Mn3(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-746702 La2CoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218326 CaV4O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-505424 Na6CoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1225833 K5HfIn(MoO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1639499 Ba2Ti4Cr2O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-744226 LiMn3OF8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-573231 LiLa4CoO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1095337 SrCo(GeO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18779 Li2FeO2F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753963 GdNiO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-997158 V2MoO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760125 LiMnPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1567270 Li3Al2CoO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-744240 Na8Co5O14 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214954 PrMoClO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1219299 Li9Mn7V12O48 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-845 Li8Mn3Fe5(BO3)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19054 K2AlMo3(P2O7)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1101126 FeH2(CO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780676 MnFe3Sb2(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1080507 Na3Mo4P5O24 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-773184 NaLi2FePCO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-765981 YMoClO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-504194 Mg8V5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1276873 Li2AlNiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1298313 CaCr(GeO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-762980 ZnCr3P3O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-655631 Sr2CaMoO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1306409 Li2MnO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1196576 Li2FePO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-684894 Li2UWO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19117 Rb2LiMn3F12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-766424 Nd3Mn2Sb3O14 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1247672 CoH15Br2(N3O)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-22421 NaMn3P3(HO6)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-753899 InFe17O24 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18961 Ba2Ca3Tl2Cr4O12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-762412 GaNi2BO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-553919 MgCrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1283577 Mn3TeP2Pb3O14 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1271282 LiCoSnO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1227657 NbAgWO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1192330 KSm(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194849 Ni2As2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211754 AlVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-28262 Mg30AlNiO32 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849405 FeSbO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-19257 LiV(OF)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556104 LiCoPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753688 Ca10V3P3(O12F)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1247586 Al2NiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198289 Li2MnVP2(HO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174900 TiNiO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1227865 Li6MnV3(PO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1219784 KSm(WO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-24586 La2Mo2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-945 Li3Fe2P2(CO7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755557 Li7Mn11O24 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1226197 Li2Mn3(P2O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-764791 CrOF4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1103556 LiFeF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1239297 ZnFe(GeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771339 TbAg(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1207118 Pr2Mo4O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1175445 Li2NbCo3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760973 CaCeV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-17542 Li3Co(BO2)5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-36465 K4MoC4(N2O)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-550206 KCrClO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849573 Er2WO6 Prediction: 0 Actual: tensor([1], device='cuda:0') 
mp-755002 VFe(P2O7)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757198 LiMn(PO3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1274694 Li7Mn4CoO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-773097 KSm(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759174 TaTiFeO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1191392 Na5NiCO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759698 LiMnO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1282896 V3MoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-8229 Li2MnO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-773104 Sr2Fe2O5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19009 CeFeAsO Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1294817 TiMn(PO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-562216 Li4MnV2WO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1217399 NiBiPO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-530553 K4NiP6O25 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-12808 LaCoSbPbO6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-505163 Li3TiFe3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759383 Rb8Hf(MoO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-16814 CrB2(PbO2)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1202726 VH6SO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-775296 K4Ni(NO2)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757910 Na5MnO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-705034 Sr4Re2NiO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-3096 K2Cr2AsHO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771854 Li2VFe(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-31122 KLiMoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-21126 LiMn2OF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561515 SrU(MoO4)4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1101575 LiMnO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849322 ErTl(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1225856 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19188 CsFeCuF6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-505263 LaVO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772660 NbCrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753573 HoMoO4F Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753588 Li4MnCo2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1208672 CrNiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1201917 Sr2Mn2SeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-600224 VF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228782 Mg30NbVO32 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194659 LiV(CO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177514 Li5V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1650411 Dy2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19521 Li2VOF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199993 Li2MnP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174756 Rb2SrV4O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1295198 KCo2H3(SeO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-850892 Na2Cr4O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-849457 CsTiNiOF5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756328 RbFeO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218139 Fe3B7IO13 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1213174 MoH8(NF2)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776672 Ca4Mn2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1037121 TlV3Cd4O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561541 MoN3(OF)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-654 Li2MnF5 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-753346 LiMn(CO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558211 NaVO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-698594 K2RbSmV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1190551 VO2F Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1204868 LiCrPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-20564 LiVSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759404 Ba8Ti3Co(SiO4)8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1204398 Sr3CaNi2(WO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556092 Li2CoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1286054 LiMnP3HO10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1096877 V3Zn2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850985 LiFe(PO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-572231 Na2LiMnPCO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1310460 Li9Mn2Co5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-754350 Li2Fe2(CO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-780440 K2RbTmV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1238493 Mg2Ta2CoO8 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-775438 K2RbHoV2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557228 Cr4(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198514 LiVWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560690 Li5Cr3FeO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1579553 Li4CoO3F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211083 CsVSO6 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-757718 TiVO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-26817 Mn3Zn2AsO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-27624 NiO Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22285 Li2V(Si2O5)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-763347 Li6Mn(FeO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770766 Ca(CoO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1178210 Li2CoNiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1273390 BaNb2V2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1204388 Cr2(SiO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19403 CaFeP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1224911 Li4Co5SbO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765753 Li4MnOF4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1224890 NbVO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218824 HgMoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1197647 VBO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-12581 KY(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1649647 Mo2P3O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1101389 La2MoO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771966 CuMoF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1201692 V2Hg2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758411 Sr3NbCoO7 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-16268 Fe3P4O15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556276 K3Sc(MoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-3394 Ca2TaCrO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-775905 LiMn2(PO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-753977 Dy2(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-540685 SrV3O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1013911 FeSeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1183410 LiMn2(BO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758109 AlFe3F15 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1219122 LiCoH8(CO5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19174 Mg4FeO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-561162 CaCu2(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1205825 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-27186 Eu2Mn2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-540602 LiV2F7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-550468 Li2AlFeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760101 MoO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1275562 CoBH18N6(ClF2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19175 LiTi3VO8 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mvc-10508 SrCr2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228142 K2NaMo(OF)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-735483 Cs2Mo4O13 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-769631 Li2Cr2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770903 FeSO4F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-4394 Li6Fe(SiO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1224576 Ca2TiMnO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-531245 Er2(WO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210415 Sr2FeOsO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1204985 Na5Li(Mo3O10)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177781 Ta2Mo2O11 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1212487 Na2MnPHO3F4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208009 Li2MnOF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26227 Li5Mn2CoO8 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-755670 VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760178 Mn8O13F3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-715584 LiCrPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558638 FeSnO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209985 Co(CO)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1225635 Li2Ti4Co(AsO5)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557654 MoPbSeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25265 ZnMoO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1173928 LiV(SO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-18952 LiFeSiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-17385 V2(OF)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558066 VO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177646 Rb2UCr(IO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1223721 Li3V2(PO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1281596 VZn(Si2O5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753020 CsMoO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-625407 Tl3VO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849447 Li2MnSnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177121 CaTiCo(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1104615 Li7Mn2(CoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213151 CsTaCo(OF2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-779056 Li9V3(WO4)7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-773513 Li7Mn2(CoO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755846 Fe4O7F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555354 Cs3Pr(MoO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-757842 Ba2TlCo2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1176413 VO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-777795 Mn2GeO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-779882 LaV3O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176388 Nd2Tl(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1103413 Li2Cr2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754490 Na3LaV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758246 Mo(HO2)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1211857 Ca3V2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-743697 Li8MnNi7O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-867758 SrMo2(AsO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-653267 Tm2WO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755224 Li5Mn2CoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1193420 Ca4TiMn3O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780532 Li2MnFe(BO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-15866 Li3Fe2(SiO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-776007 CrPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-554685 CrSO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559462 VH16C4(NO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174992 Li3FeOF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-504566 Co(HO)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-581162 NiGe3O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756125 Mg(Co2O3)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-757366 V2Sn4H24C8O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-651601 LiFe2(BO3)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-850404 Li2VO2F Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1273535 Li3NbV2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1178232 Rb2Ti(WO4)3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-756814 SiNiO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19143 KAl4Fe3(HO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1198777 Li6Mn5Fe(BO3)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561361 LaCrO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19480 KUVO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18473 MoH8N2O5F2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-13117 Sr2ScFeAsO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218834 Er2WO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758372 Na4Ni(PO4)6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1578402 MoH12C2(N3O2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1192384 Li2FeP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-26609 MnC4BrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-20460 NbTlV2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-755758 K3Mo2BrO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209152 Sr2NiTeO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-757355 FeO Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558005 Co4Pb(CO)16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210227 CrPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-642750 SmCu(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-504734 VZn(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774256 NiH2SeO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-776098 Li9Mn2Co5O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759138 U2V2O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1219571 CrBiO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-760326 Sr8Cu(WO6)3 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-645942 CsSm(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1195088 MoO3 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-849460 Na14Co2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1195168 LiFePO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-774343 Na3NiBSO7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1189247 SmMoBrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1213120 Na3MnBSO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765394 LiMn2(PO3)5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753694 Li2TiFeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1222345 Rb3Li2Ga(MoO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-774192 NaCoO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-772334 NaCrO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-12572 SrCaMn2O6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1572819 NaMnO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1076866 Ni(IO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1203956 V2P2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1208266 Ti3NiBi2(PbO6)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211316 MgMnO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-561158 Tl(MoO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1214516 RbNa2Fe3P4ClO14 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1311453 Sr2CrSbO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-771822 Co2Sb2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221286 Li3Mn(CoO3)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1104967 Fe2C9O7F4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-697304 VAg(HO2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770890 Li2TiVO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-557107 NaCoO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-763912 Zr4MnO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
