mp-1178577 Li6CrO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19363 Ni3OF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196122 Ag6Mo10O33 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1223484 Mg30VCrO32 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-771030 Na3VS3O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213643 Li3SiNiO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753647 LiV(SO4)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1216874 VOF3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-867618 Sr4Re2NiO12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1194619 Na3LaV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755335 Li2(NiO2)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-25203 CrH6SO7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19521 ThV2SeO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752653 Ca2VP3H4O13 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1293838 CaCr(GeO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-551403 Y2WO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1226781 Sm2MoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25457 Li4Mn3Cu(PO4)4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19197 SrLaVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18909 MgCo(SiO3)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1100902 Li2Co(Si2O5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-779315 MoH8N2O5F2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201692 Rb2Mo4O13 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759514 SrV2(H4O5)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208868 LiMn2(BO3)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-5033 ZnTeMoO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-22949 VCdO3 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1319442 VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19357 Ta2MnO6 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1223268 Na2Mg3(MoO4)4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1207601 VCrO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-756707 VOF Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-16282 Li3MnP2(O3F2)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1205906 NdCu(MoO4)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-772403 YCrO2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218935 Li2Cr2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752628 Bi2Mo2Se2O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-540312 Mn2SnC10(ClO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221069 CrO Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211076 LiMnF5 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1201033 KNa2NiO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772974 Li2Mn5(Si2O7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-770737 Li6MnV3(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755383 LaMn3V4O12 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mvc-16813 U2Tl2Mo3O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759726 Mg2CoWO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761257 KTbCr2O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756248 Mn3(SeO3)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1176342 Li4Cr5BiO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-20569 CoH18Br2N6ClO3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1288892 Na(CoO2)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-760911 LiFePO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-770772 Li2Fe3CuO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213310 LiFeSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18786 Li2VPO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1214599 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-745159 Li4NbCr(WO6)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1247641 Li6Mn3CoO10 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1199155 Li8Mn3Fe5(BO3)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209331 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849504 Mn4Be3Si3SO12 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1567250 Er2WO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756046 Li2CoH8(CO5)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-558386 CoSbO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-768381 CaMnSiHO5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1265617 HfTl8(MoO4)6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201553 Fe8Cu3Te12(Cl5O16)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-744534 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-647812 Li3MnCoO5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1295665 Mn11Cu7O24 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756275 FeH4C3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-766818 Li2FePO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754914 K2MoP2O9 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222140 NaCoPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1224486 Li2FeP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209314 K2FeCl5O Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1228118 Li6VFeP2(CO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-551219 LiCoCuF6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753231 KMoAsO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-17950 Li7Ni(O2F)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755775 Sr2V4Te2H2O17 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-16892 MnC4BrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560918 CaV4(AgO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753227 DyTl(WO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-768501 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-2247 NaVZnP2O9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19133 LiV3Zn2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1208266 Li4V4(OF3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1209276 FeOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752814 CaV4O10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753461 MnO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759182 Li2Fe(Si2O5)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557872 V4O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-705638 MgMoF5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-699599 LiMn2(CoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1221800 Sr2V3O9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1193782 LiNiPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176417 Y4V6O21 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1078132 Li3VO3F2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-572159 LiV(Si2O5)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1174238 KUVO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-541419 Li2NbCo3O8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1176749 Na3V(SO)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-753554 MnZnP2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-32334 VP2Cl7O4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-867597 Sm2(WO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-2946 Ba3TiMoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19660 CaCr2O4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-30136 Ti2MnNiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1216392 Mg3Co2O7 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-18940 Rb2Cr3O10 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-758601 NiH2SeO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209026 Li5V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-752598 KAl(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1173962 Li2MnFe(BO3)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-556937 CsEr(MoO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1102424 Li2Cr(SiO3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757593 Ta3NbV4O20 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-27681 LiVSn3(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1177884 NbV2Fe3(PO4)6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222638 NaCoBO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1216355 LiFe2P3O11 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1213966 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1195300 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-542168 Cr2O5F2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761279 Li7Ho3(MoO4)8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1195426 MnGaH4O2F5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754042 Cd(CoO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-777918 LiNiPO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-504184 Co2HgO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1225793 Ti3P6WO24 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-763524 BaTmCo4O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-653922 V2Bi4O11 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1194659 Li4Nb3Fe5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1104481 Mn3SnO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755476 LiVCoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-560071 VPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-626379 MgFeO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555665 UMnO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559028 FeOF Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-760393 Ta2VZn2O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1264059 LiVF6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-559938 YCu3(WO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-23094 BaTb2(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1641513 LiNi(PO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210021 CaSi2NiO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1177792 Li9Mn7O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1190897 ErVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-699660 LiVSiO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-767066 Rb2CoAgF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774897 LiMn(PO3)4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-40502 LiVO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-850427 NaMoO3F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-504566 Fe3(OF2)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-849434 Li2TiFeO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1196585 MnOF Prediction: 1 Actual: tensor([0], device='cuda:0') 
mp-562661 Li2V(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1207838 Ba2SmV3O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19181 Co(HO)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-755199 LiVSiO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-510421 VAgO3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-560924 LiMnP2HO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756003 Li3CrSiO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mvc-4001 LiV2(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-759533 V2Pb3O8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756826 Sr10Mg5Mo3(WO15)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1227898 Li2V2P2O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-754546 CoH21C2N6Cl2O5 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-18935 Sr2MnGe2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1218539 ThV2PbO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761005 YbVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758030 MnP2H2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-555755 Ca10V6O25 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1075974 MgCr2(NO7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173624 K2Sc2P2WO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753430 Li2CrO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1200479 Na2CrH2F8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-555683 Rb5Al(MoO4)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759464 Li2V2(SiO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-561398 Li2MnNi(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1199823 MgFeP2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1266445 Ca5V3O13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-36447 Li2Cr2SnO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1222066 ZnCrO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19042 Zn(CoO2)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-755596 CrO3 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-555778 Cs2MoS3O Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-765411 Li4Ti4V(Fe2O9)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-754670 Li2Mn3(BO3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-779352 LiY(MoO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1238483 Li3V4(OF3)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-753624 Li4CrTe(WO6)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-698432 Li4Ni5SnO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-18938 Li2V5O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-997159 Na2VCSO7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-759813 Ag2MoO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-782818 KSc(WO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-704467 Fe(BO2)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-559445 FeSO4 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1212931 LiMnPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759391 MgMn2O3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-558066 FeBi2Se2Cl3O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-765466 CaCr2O7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1282826 Li2Cr(H2O3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1196885 Ca5MnO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759385 Li3V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-779449 KFeP4(H2O7)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-504495 LiNiPO4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-650224 VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1210713 Li8Mn3Fe5(BO3)8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1003313 Ni(PtO2)3 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-554313 Rb2U2Mo3O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780418 Li3V5P7O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1214677 Li5Mn3Nb2O10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755415 V2CdO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775267 LiCoPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-757405 FeOF Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1239057 Mn2Sb2O7 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-774821 La5CoRe3O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-752946 TmTl(MoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1203751 NaNi2O3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19304 Li2VCrP2(HO5)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-752853 Li3CoO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-850751 CoP3H16N4O11 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-572871 Li4Cr3CoO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1666339 VPO5 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1209435 ZnMoO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-19473 NaMg4V3O12 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1244761 FeAs(H2O3)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1173932 Li2CrFe(PO4)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-770692 Cs2KMnF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-754656 La2Ti2CoO8 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-775999 Li6V2OF11 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1215049 Ca3Al4CoO10 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-27511 LaMn3Cr4O12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218325 NiSbP2O9 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-755727 Na2MnO2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-758873 LiY3WO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-25459 Li2AlFeO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-756207 CsRbMo3O10 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-683652 LiVTe2WO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776646 NaMn8O16 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-557105 CsBa2Co2F9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-20312 Li2FeO2F Prediction: 1 Actual: tensor([1], device='cuda:0') 
mvc-9918 LiFe2F6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1211145 LaMo2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-558211 MnV5(PO4)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1206097 Fe2OF3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-755157 U(MoO6)2 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-777513 Li4V3P8O29 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556633 Li7Mn2(CoO4)3 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-760938 ZnFe4(CuO4)3 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mvc-15999 Co2BP3(H3O7)2 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1180305 K2Cr2HgCl2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1100935 K2Mo2H8O15 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-532538 Li9Mn2Co5O16 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-849366 LiMn4(PO4)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1201415 K2RbCoF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-764034 Ba3Tb2WO9 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-558830 Li2VF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-776767 Fe(PO3)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-27806 Li2Mn(CO3)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-1205825 MnP2O7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1218756 LiFeSiO4 Prediction: 2 Actual: tensor([1], device='cuda:0') 
mp-1195181 LiV3(OF2)4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-504651 MgCr7(SO4)12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-24648 Li3FeF6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1296431 LiMnPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1218440 NaMoAsO6 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1178024 Mn3OF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-562961 Mn6O5F7 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-19883 KSb(MoO4)2 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-775263 MgFeSiO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1213217 Y2WO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-546843 Ni(ClO4)2 Prediction: 2 Actual: tensor([0], device='cuda:0') 
mp-24597 Li7Mn4CoO12 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780397 Na2DyPWO8 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756449 CoBrO Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1211532 Ho2VPO8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1210447 Li2VO2F Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1182001 Li5NiOF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1211717 K2RbTmV2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-556308 LiFePH2O5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-31123 LiVWO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758744 LiMnPO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-23785 Li3Mn2P2(CO7)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-759512 Nb2NiO6 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-772044 BaMn2O8 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-12194 LiVF6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1204734 LiMn(PO4)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-24068 CaNiO2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1661647 Li5Mn(CoO4)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-761168 Ca2FeP2(H2O3)4 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-780701 LaVO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-556586 K3Cr(HO)6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-758949 Li2FeF5 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1100623 LiVBO3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-756450 LiMnPO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-19321 Fe4OF7 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-766538 NdMoBrO4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1174758 Li2Fe(Si2O5)3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-1198636 Li3V3P8O29 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1200707 K3FeF3 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-559869 LiSi2NiO6 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-772119 Ag3Mo3AsO13 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-704251 LiVF4 Prediction: 2 Actual: tensor([2], device='cuda:0') 
mp-20090 Fe2Pb3WO9 Prediction: 0 Actual: tensor([0], device='cuda:0') 
mp-1079373 Na2CrO4 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-1192871 RbNiW(OF)3 Prediction: 0 Actual: tensor([2], device='cuda:0') 
mp-1320757 K2Mo(SO5)2 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-753113 Na7Cr2O6 Prediction: 1 Actual: tensor([2], device='cuda:0') 
mp-753754 BaTlVO4 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1272625 Cs2V5H5O16 Prediction: 1 Actual: tensor([1], device='cuda:0') 
mp-1209247 Mg5V2(MoO8)2 Prediction: 0 Actual: tensor([0], device='cuda:0') 
